Time (s),Raw ADC,Voltage (V)
1794.475,97,0.474
1794.742,98,0.479
1795.009,97,0.474
1795.276,97,0.474
1795.543,98,0.479
1795.81,98,0.479
1796.077,98,0.479
1796.344,102,0.498
1796.613,97,0.474
1796.88,98,0.479
1797.147,97,0.474
1797.414,97,0.474
1797.681,104,0.508
1797.95,97,0.474
1798.217,98,0.479
1798.484,98,0.479
1798.751,97,0.474
1799.018,97,0.474
1799.285,98,0.479
1799.552,97,0.474
1799.819,98,0.479
1800.086,97,0.474
1800.353,98,0.479
1800.62,97,0.474
1800.887,99,0.483
1801.154,98,0.479
1801.421,102,0.498
1801.69,98,0.479
1801.957,98,0.479
1802.224,97,0.474
1802.491,97,0.474
1802.758,99,0.483
1803.025,98,0.479
1803.292,104,0.508
1803.561,97,0.474
1803.828,97,0.474
1804.095,97,0.474
1804.362,97,0.474
1804.629,97,0.474
1804.896,97,0.474
1805.163,100,0.488
1805.432,98,0.479
1805.699,97,0.474
1805.966,98,0.479
1806.233,98,0.479
1806.5,98,0.479
1806.767,98,0.479
1807.034,101,0.493
1807.303,97,0.474
1807.57,98,0.479
1807.837,98,0.479
1808.104,97,0.474
1808.371,98,0.479
1808.638,97,0.474
1808.905,97,0.474
1809.172,98,0.479
1809.439,97,0.474
1809.706,97,0.474
1809.973,98,0.479
1810.24,97,0.474
1810.507,97,0.474
1810.774,97,0.474
1811.041,98,0.479
1811.308,97,0.474
1811.575,97,0.474
1811.842,103,0.503
1812.111,97,0.474
1812.378,97,0.474
1812.645,97,0.474
1812.912,97,0.474
1813.179,97,0.474
1813.446,98,0.479
1813.713,103,0.503
1813.982,97,0.474
1814.249,98,0.479
1814.516,97,0.474
1814.783,98,0.479
1815.05,99,0.483
1815.317,98,0.479
1815.584,103,0.503
1815.853,97,0.474
1816.12,98,0.479
1816.387,97,0.474
1816.654,98,0.479
1816.921,98,0.479
1817.188,97,0.474
1817.455,103,0.503
1817.724,97,0.474
1817.991,97,0.474
1818.258,97,0.474
1818.525,97,0.474
1818.792,98,0.479
1819.059,97,0.474
1819.326,104,0.508
1819.595,97,0.474
1819.862,98,0.479
1820.129,98,0.479
1820.396,97,0.474
1820.663,97,0.474
1820.93,97,0.474
1821.197,98,0.479
1821.464,97,0.474
1821.731,98,0.479
1821.998,97,0.474
1822.265,97,0.474
1822.532,97,0.474
1822.799,97,0.474
1823.066,97,0.474
1823.333,97,0.474
1823.6,98,0.479
1823.867,98,0.479
1824.134,98,0.479
1824.401,97,0.474
1824.668,104,0.508
1824.937,98,0.479
1825.204,97,0.474
1825.471,97,0.474
1825.738,98,0.479
1826.005,98,0.479
1826.272,98,0.479
1826.539,98,0.479
1826.806,97,0.474
1827.073,98,0.479
1827.34,98,0.479
1827.607,97,0.474
1827.874,97,0.474
1828.141,98,0.479
1828.408,98,0.479
1828.675,97,0.474
1828.942,97,0.474
1829.209,98,0.479
1829.476,97,0.474
1829.743,98,0.479
1830.01,98,0.479
1830.277,97,0.474
1830.544,98,0.479
1830.811,97,0.474
1831.078,104,0.508
1831.347,97,0.474
1831.614,98,0.479
1831.881,98,0.479
