Time (s),Raw ADC,Voltage (V)
735.319,119,0.581
735.586,119,0.581
735.853,118,0.576
736.12,118,0.576
736.387,122,0.596
736.654,117,0.571
736.921,124,0.605
737.188,117,0.571
737.455,123,0.601
737.722,119,0.581
737.989,118,0.576
738.256,119,0.581
738.523,119,0.581
738.79,119,0.581
739.057,119,0.581
739.324,119,0.581
739.591,119,0.581
739.858,119,0.581
740.125,118,0.576
740.392,118,0.576
740.659,119,0.581
740.926,119,0.581
741.193,119,0.581
741.46,119,0.581
741.727,119,0.581
741.994,118,0.576
742.261,119,0.581
742.528,118,0.576
742.795,119,0.581
743.062,118,0.576
743.329,119,0.581
743.596,119,0.581
743.863,119,0.581
744.13,119,0.581
744.397,119,0.581
744.664,118,0.576
744.931,119,0.581
745.198,119,0.581
745.465,119,0.581
745.732,119,0.581
745.999,119,0.581
746.266,119,0.581
746.533,119,0.581
746.8,119,0.581
747.067,119,0.581
747.334,118,0.576
747.601,124,0.605
747.868,119,0.581
748.135,119,0.581
748.402,119,0.581
748.669,119,0.581
748.936,118,0.576
749.203,119,0.581
749.47,119,0.581
749.737,119,0.581
750.004,119,0.581
750.271,119,0.581
750.538,119,0.581
750.805,119,0.581
751.072,119,0.581
751.339,119,0.581
751.606,125,0.61
751.873,118,0.576
752.14,119,0.581
752.407,119,0.581
752.674,118,0.576
752.941,119,0.581
753.208,118,0.576
753.475,118,0.576
753.742,119,0.581
754.009,118,0.576
754.276,119,0.581
754.543,118,0.576
754.81,119,0.581
755.077,119,0.581
755.344,117,0.571
755.611,119,0.581
755.878,118,0.576
756.145,119,0.581
756.412,119,0.581
756.679,118,0.576
756.946,119,0.581
757.213,119,0.581
757.48,119,0.581
757.747,119,0.581
758.014,126,0.615
758.281,118,0.576
758.548,119,0.581
758.815,119,0.581
759.082,119,0.581
759.349,119,0.581
759.616,119,0.581
759.883,119,0.581
760.15,119,0.581
760.417,119,0.581
760.684,119,0.581
760.951,118,0.576
761.218,118,0.576
761.485,124,0.605
761.752,118,0.576
762.019,118,0.576
762.286,119,0.581
762.553,118,0.576
762.82,118,0.576
763.087,118,0.576
763.354,119,0.581
763.621,119,0.581
763.888,121,0.591
764.155,119,0.581
764.422,119,0.581
764.689,120,0.586
764.956,119,0.581
765.223,119,0.581
765.49,119,0.581
765.757,119,0.581
766.024,119,0.581
766.291,119,0.581
766.558,119,0.581
766.825,119,0.581
767.092,119,0.581
767.359,120,0.586
767.626,119,0.581
767.893,120,0.586
768.16,119,0.581
768.427,119,0.581
768.694,119,0.581
768.961,119,0.581
769.228,119,0.581
769.495,119,0.581
769.762,119,0.581
770.029,118,0.576
770.296,119,0.581
770.563,119,0.581
770.83,118,0.576
771.097,119,0.581
771.364,119,0.581
771.631,118,0.576
771.898,120,0.586
772.165,119,0.581
772.432,119,0.581
772.699,119,0.581
772.966,119,0.581
773.233,118,0.576
773.5,119,0.581
773.767,119,0.581
774.034,125,0.61
774.301,119,0.581
774.568,124,0.605
774.835,119,0.581
775.102,119,0.581
775.369,119,0.581
775.636,118,0.576
775.903,118,0.576
776.17,119,0.581
776.437,119,0.581
776.704,118,0.576
776.971,117,0.571
777.238,120,0.586
777.505,119,0.581
777.772,119,0.581
778.039,126,0.615
778.306,119,0.581
778.573,125,0.61
778.84,118,0.576
779.107,119,0.581
779.374,119,0.581
779.641,119,0.581
779.908,119,0.581
780.175,119,0.581
780.442,119,0.581
780.709,120,0.586
780.976,118,0.576
781.243,118,0.576
781.51,119,0.581
781.777,119,0.581
782.044,119,0.581
782.311,119,0.581
782.578,125,0.61
782.845,119,0.581
783.112,119,0.581
783.379,119,0.581
783.646,118,0.576
783.913,119,0.581
784.18,120,0.586
784.447,119,0.581
784.714,117,0.571
784.981,119,0.581
785.248,119,0.581
785.515,119,0.581
785.782,119,0.581
