Time (s),Raw ADC,Voltage (V)
1127.151,111,0.542
1127.42,111,0.542
1127.689,111,0.542
1127.958,110,0.537
1128.227,110,0.537
1128.496,111,0.542
1128.765,111,0.542
1129.034,111,0.542
1129.303,111,0.542
1129.572,111,0.542
1129.841,110,0.537
1130.11,111,0.542
1130.379,110,0.537
1130.648,115,0.562
1130.917,111,0.542
1131.186,111,0.542
1131.455,111,0.542
1131.724,111,0.542
1131.993,111,0.542
1132.262,110,0.537
1132.531,111,0.542
1132.8,110,0.537
1133.069,111,0.542
1133.338,110,0.537
1133.607,111,0.542
1133.876,111,0.542
1134.145,110,0.537
1134.414,111,0.542
1134.683,111,0.542
1134.952,111,0.542
1135.221,110,0.537
1135.49,111,0.542
1135.759,111,0.542
1136.028,111,0.542
1136.297,111,0.542
1136.566,111,0.542
1136.835,111,0.542
1137.104,111,0.542
1137.373,111,0.542
1137.642,111,0.542
1137.911,111,0.542
1138.18,111,0.542
1138.449,111,0.542
1138.718,110,0.537
1138.987,117,0.571
1139.256,111,0.542
1139.525,111,0.542
1139.794,110,0.537
1140.063,110,0.537
1140.332,110,0.537
1140.601,111,0.542
1140.87,112,0.547
1141.139,111,0.542
1141.408,117,0.571
1141.677,111,0.542
1141.946,114,0.557
1142.215,111,0.542
1142.484,111,0.542
1142.753,111,0.542
1143.022,111,0.542
1143.291,111,0.542
1143.56,111,0.542
1143.829,111,0.542
1144.098,111,0.542
1144.367,111,0.542
1144.636,111,0.542
1144.905,117,0.571
1145.174,111,0.542
1145.443,115,0.562
1145.712,111,0.542
1145.981,114,0.557
1146.25,111,0.542
1146.519,110,0.537
1146.788,111,0.542
1147.057,111,0.542
1147.326,111,0.542
1147.595,111,0.542
1147.864,111,0.542
1148.133,111,0.542
1148.402,110,0.537
1148.671,111,0.542
1148.94,111,0.542
1149.209,111,0.542
1149.478,115,0.562
1149.747,111,0.542
1150.016,111,0.542
1150.285,110,0.537
1150.554,111,0.542
1150.823,111,0.542
1151.092,111,0.542
1151.361,110,0.537
1151.63,111,0.542
1151.899,111,0.542
1152.168,110,0.537
1152.437,111,0.542
1152.706,111,0.542
1152.975,111,0.542
1153.244,111,0.542
1153.513,111,0.542
1153.782,111,0.542
1154.051,111,0.542
1154.32,110,0.537
1154.589,110,0.537
1154.858,111,0.542
1155.127,111,0.542
1155.396,111,0.542
1155.665,110,0.537
1155.934,111,0.542
1156.203,110,0.537
1156.472,111,0.542
1156.741,110,0.537
1157.01,111,0.542
1157.279,110,0.537
1157.548,111,0.542
1157.817,111,0.542
1158.086,111,0.542
1158.355,111,0.542
1158.624,110,0.537
1158.893,111,0.542
1159.162,111,0.542
1159.431,111,0.542
1159.7,111,0.542
1159.969,110,0.537
1160.238,111,0.542
1160.507,111,0.542
1160.776,111,0.542
1161.045,111,0.542
1161.314,112,0.547
1161.583,111,0.542
1161.852,117,0.571
1162.121,111,0.542
1162.39,111,0.542
1162.659,111,0.542
1162.928,111,0.542
1163.197,110,0.537
1163.466,111,0.542
1163.735,111,0.542
1164.004,110,0.537
1164.273,112,0.547
1164.542,111,0.542
1164.811,117,0.571
1165.08,111,0.542
1165.349,110,0.537
1165.618,111,0.542
1165.887,111,0.542
