Time (s),Raw ADC,Voltage (V),Voltage_Filtered
896.953,240,1.172,1.152
897.22,236,1.152,1.157
897.487,239,1.167,1.162
897.754,237,1.157,1.162
898.021,238,1.162,1.162
898.288,239,1.167,1.162
898.555,236,1.152,1.162
898.822,241,1.177,1.162
899.089,236,1.152,1.162
899.356,239,1.167,1.162
899.623,238,1.162,1.162
899.89,237,1.157,1.162
900.157,246,1.201,1.162
900.424,236,1.152,1.162
900.691,240,1.172,1.162
900.958,238,1.162,1.162
901.225,238,1.162,1.162
901.492,239,1.167,1.162
901.759,236,1.152,1.162
902.026,245,1.196,1.167
902.293,237,1.157,1.167
902.56,239,1.167,1.167
902.827,239,1.167,1.167
903.094,236,1.152,1.167
903.361,239,1.167,1.167
903.628,236,1.152,1.162
903.895,246,1.201,1.162
904.162,238,1.162,1.162
904.429,238,1.162,1.162
904.696,240,1.172,1.162
904.963,236,1.152,1.162
905.23,238,1.162,1.162
905.497,238,1.162,1.162
905.764,244,1.191,1.162
906.031,240,1.172,1.162
906.298,236,1.152,1.162
906.565,239,1.167,1.167
906.832,237,1.157,1.162
907.099,238,1.162,1.162
907.366,239,1.167,1.162
907.633,236,1.152,1.162
907.9,239,1.167,1.162
908.167,237,1.157,1.162
908.434,238,1.162,1.162
908.701,238,1.162,1.162
908.968,236,1.152,1.162
909.235,240,1.172,1.162
909.502,236,1.152,1.162
909.769,238,1.162,1.162
910.036,238,1.162,1.162
910.303,237,1.157,1.162
910.57,240,1.172,1.162
910.837,236,1.152,1.157
911.104,239,1.167,1.157
911.371,237,1.157,1.157
911.638,237,1.157,1.157
911.905,239,1.167,1.157
912.172,236,1.152,1.157
912.439,239,1.167,1.162
912.706,237,1.157,1.162
912.973,238,1.162,1.162
913.24,239,1.167,1.162
913.507,236,1.152,1.162
913.774,240,1.172,1.162
914.041,236,1.152,1.162
914.308,239,1.167,1.162
914.575,238,1.162,1.162
914.842,237,1.157,1.162
915.109,244,1.191,1.162
915.376,236,1.152,1.162
915.643,240,1.172,1.162
