Time (s),Raw ADC,Voltage (V),Voltage_Filtered
458.806,286,1.396,1.392
459.073,287,1.401,1.396
459.34,288,1.406,1.396
459.607,285,1.392,1.401
459.874,291,1.421,1.406
460.141,286,1.396,1.406
460.408,293,1.431,1.406
460.675,288,1.406,1.406
460.942,285,1.392,1.401
461.209,288,1.406,1.401
461.476,286,1.396,1.401
461.743,287,1.401,1.401
462.01,287,1.401,1.401
462.277,288,1.406,1.401
462.544,288,1.406,1.401
462.811,285,1.392,1.401
463.078,287,1.401,1.401
463.345,287,1.401,1.401
463.612,286,1.396,1.401
463.879,289,1.411,1.401
464.146,285,1.392,1.396
464.413,288,1.406,1.396
464.68,286,1.396,1.396
464.947,286,1.396,1.396
465.214,288,1.406,1.396
465.481,285,1.392,1.396
465.748,288,1.406,1.401
466.015,286,1.396,1.401
466.282,287,1.401,1.401
466.549,287,1.401,1.401
466.816,285,1.392,1.401
467.083,297,1.45,1.401
467.35,285,1.392,1.401
467.617,288,1.406,1.401
467.884,287,1.401,1.401
468.151,286,1.396,1.401
468.418,288,1.406,1.401
468.685,285,1.392,1.401
468.952,287,1.401,1.401
469.219,286,1.396,1.401
469.486,292,1.426,1.401
469.753,289,1.411,1.401
470.02,285,1.392,1.396
470.287,288,1.406,1.406
470.554,286,1.396,1.396
470.821,286,1.396,1.396
471.088,288,1.406,1.396
471.355,285,1.392,1.396
471.622,288,1.406,1.401
471.889,286,1.396,1.401
472.156,287,1.401,1.401
472.423,288,1.406,1.401
472.69,285,1.392,1.401
472.957,292,1.426,1.401
473.224,285,1.392,1.401
473.491,288,1.406,1.401
473.758,287,1.401,1.401
474.025,286,1.396,1.401
474.292,288,1.406,1.401
474.559,285,1.392,1.401
474.826,292,1.426,1.406
475.093,286,1.396,1.406
475.36,294,1.436,1.406
475.627,288,1.406,1.406
475.894,285,1.392,1.396
476.161,288,1.406,1.406
476.428,286,1.396,1.396
476.695,286,1.396,1.396
476.962,288,1.406,1.396
477.229,285,1.392,1.396
477.496,288,1.406,1.401
477.763,286,1.396,1.401
478.03,287,1.401,1.401
478.297,288,1.406,1.401
478.564,285,1.392,1.401
478.831,297,1.45,1.401
479.098,285,1.392,1.401
479.365,289,1.411,1.401
479.632,287,1.401,1.401
479.899,286,1.396,1.401
480.166,288,1.406,1.401
480.433,285,1.392,1.401
480.7,287,1.401,1.401
480.967,287,1.401,1.401
481.234,285,1.392,1.401
481.501,289,1.411,1.401
481.768,285,1.392,1.396
482.035,288,1.406,1.396
482.302,286,1.396,1.396
482.569,286,1.396,1.396
482.836,288,1.406,1.396
483.103,285,1.392,1.396
483.37,288,1.406,1.401
483.637,286,1.396,1.401
483.904,287,1.401,1.401
484.171,288,1.406,1.401
484.438,285,1.392,1.401
484.705,297,1.45,1.401
484.972,285,1.392,1.401
485.239,290,1.416,1.401
485.506,287,1.401,1.401
485.773,286,1.396,1.401
486.04,288,1.406,1.401
486.307,285,1.392,1.401
486.574,287,1.401,1.401
486.841,286,1.396,1.401
487.108,294,1.436,1.401
487.375,289,1.411,1.401
487.642,285,1.392,1.396
487.909,288,1.406,1.406
488.176,286,1.396,1.396
488.443,286,1.396,1.396
488.71,288,1.406,1.396
488.977,285,1.392,1.396
