Time (s),Raw ADC,Voltage (V),Voltage_Filtered
20.761,549,2.681,2.671
21.025,548,2.676,2.676
21.289,547,2.671,2.676
21.553,548,2.676,2.676
21.817,549,2.681,2.676
22.081,549,2.681,2.676
22.345,547,2.671,2.681
22.609,548,2.676,2.681
22.873,550,2.686,2.676
23.137,550,2.686,2.676
23.401,547,2.671,2.676
23.665,547,2.671,2.676
23.929,548,2.676,2.676
24.193,551,2.69,2.676
24.457,548,2.676,2.676
24.721,547,2.671,2.676
24.985,548,2.676,2.676
25.249,550,2.686,2.676
25.513,549,2.681,2.681
25.777,547,2.671,2.681
26.041,549,2.681,2.681
26.305,549,2.681,2.681
26.569,551,2.69,2.681
26.833,548,2.676,2.681
27.097,547,2.671,2.681
27.361,549,2.681,2.676
27.625,557,2.72,2.676
27.889,548,2.676,2.681
28.153,547,2.671,2.681
28.417,559,2.729,2.681
28.681,549,2.681,2.676
28.945,549,2.681,2.681
29.209,547,2.671,2.681
29.473,547,2.671,2.681
29.737,549,2.681,2.676
30.001,560,2.734,2.676
30.265,548,2.676,2.681
30.529,547,2.671,2.681
30.793,557,2.72,2.681
31.057,550,2.686,2.676
31.321,549,2.681,2.681
31.585,548,2.676,2.686
31.849,548,2.676,2.681
32.113,550,2.686,2.676
32.377,550,2.686,2.676
32.641,548,2.676,2.681
32.905,547,2.671,2.681
33.169,549,2.681,2.676
33.433,550,2.686,2.676
33.697,548,2.676,2.676
33.961,547,2.671,2.681
34.225,548,2.676,2.676
34.489,559,2.729,2.676
34.753,549,2.681,2.676
35.017,547,2.671,2.681
35.281,547,2.671,2.681
35.545,549,2.681,2.676
35.809,551,2.69,2.676
36.073,548,2.676,2.681
36.337,546,2.666,2.681
36.601,553,2.7,2.681
36.865,550,2.686,2.676
37.129,549,2.681,2.681
37.393,547,2.671,2.686
37.657,548,2.676,2.681
37.921,550,2.686,2.676
38.185,550,2.686,2.676
38.449,548,2.676,2.676
38.713,547,2.671,2.676
38.977,548,2.676,2.676
39.241,550,2.686,2.676
39.505,548,2.676,2.676
39.769,547,2.671,2.676
40.033,548,2.676,2.676
40.297,561,2.739,2.676
40.561,549,2.681,2.681
40.825,547,2.671,2.681
41.089,557,2.72,2.681
41.353,549,2.681,2.681
41.617,550,2.686,2.681
41.881,548,2.676,2.681
42.145,547,2.671,2.681
42.409,550,2.686,2.681
42.673,549,2.681,2.676
42.937,549,2.681,2.681
43.201,547,2.671,2.681
43.465,547,2.671,2.681
43.729,549,2.681,2.671
43.993,550,2.686,2.671
44.257,547,2.671,2.681
44.521,547,2.671,2.681
44.785,559,2.729,2.676
45.049,551,2.69,2.676
45.313,548,2.676,2.681
45.577,547,2.671,2.681
45.841,549,2.681,2.681
46.105,551,2.69,2.681
46.369,549,2.681,2.681
46.633,547,2.671,2.681
46.897,559,2.729,2.681
47.161,549,2.681,2.681
47.425,550,2.686,2.681
47.689,548,2.676,2.681
47.953,547,2.671,2.681
48.217,549,2.681,2.681
48.481,550,2.686,2.676
48.745,549,2.681,2.681
49.009,547,2.671,2.681
49.273,548,2.676,2.681
49.537,550,2.686,2.676
49.801,549,2.681,2.676
50.065,548,2.676,2.681
50.329,547,2.671,2.681
50.593,549,2.681,2.676
50.857,550,2.686,2.676
51.121,548,2.676,2.676
51.385,547,2.671,2.681
51.649,548,2.676,2.676
51.913,551,2.69,2.676
52.177,550,2.686,2.681
52.441,547,2.671,2.686
52.705,559,2.729,2.686
52.969,549,2.681,2.681
53.233,550,2.686,2.681
53.497,548,2.676,2.681
53.761,547,2.671,2.681
54.025,550,2.686,2.681
54.289,549,2.681,2.676
54.553,549,2.681,2.681
54.817,547,2.671,2.681
55.081,548,2.676,2.681
55.345,550,2.686,2.676
55.609,550,2.686,2.676
55.873,547,2.671,2.681
56.137,547,2.671,2.681
56.401,558,2.725,2.681
56.665,549,2.681,2.676
56.929,549,2.681,2.681
57.193,547,2.671,2.681
57.457,548,2.676,2.681
57.721,550,2.686,2.681
57.985,549,2.681,2.681
58.249,547,2.671,2.681
58.513,550,2.686,2.681
58.777,549,2.681,2.681
59.041,550,2.686,2.681
59.305,548,2.676,2.686
59.569,547,2.671,2.681
59.833,550,2.686,2.681
60.097,560,2.734,2.681
60.361,549,2.681,2.681
60.625,547,2.671,2.681
60.889,555,2.71,2.681
61.153,549,2.681,2.681
61.417,549,2.681,2.681
61.681,548,2.676,2.681
61.945,547,2.671,2.681
62.209,550,2.686,2.676
62.473,550,2.686,2.676
62.737,548,2.676,2.676
63.001,547,2.671,2.681
63.265,548,2.676,2.676
63.529,550,2.686,2.676
63.793,549,2.681,2.676
64.057,547,2.671,2.681
64.321,548,2.676,2.681
64.585,549,2.681,2.676
64.849,550,2.686,2.676
65.113,548,2.676,2.681
65.377,547,2.671,2.681
65.641,549,2.681,2.681
65.905,551,2.69,2.681
66.169,549,2.681,2.681
66.433,547,2.671,2.681
66.697,553,2.7,2.681
66.961,549,2.681,2.681
67.225,549,2.681,2.681
67.489,548,2.676,2.681
67.753,547,2.671,2.681
68.017,550,2.686,2.676
68.281,555,2.71,2.676
68.545,548,2.676,2.676
68.809,547,2.671,2.681
69.073,548,2.676,2.676
69.337,550,2.686,2.676
69.601,549,2.681,2.676
69.865,547,2.671,2.681
70.129,548,2.676,2.681
70.393,551,2.69,2.676
70.657,550,2.686,2.676
70.921,548,2.676,2.681
71.185,547,2.671,2.681
71.449,549,2.681,2.681
71.713,550,2.686,2.676
71.977,549,2.681,2.681
72.241,547,2.671,2.681
72.505,548,2.676,2.681
72.769,557,2.72,2.676
73.033,549,2.681,2.676
73.297,548,2.676,2.681
73.561,547,2.671,2.681
73.825,549,2.681,2.676
74.089,551,2.69,2.676
74.353,548,2.676,2.681
74.617,547,2.671,2.681
74.881,550,2.686,2.676
75.145,550,2.686,2.676
75.409,548,2.676,2.676
75.673,547,2.671,2.681
75.937,547,2.671,2.676
76.201,549,2.681,2.676
76.465,550,2.686,2.676
76.729,548,2.676,2.681
76.993,547,2.671,2.681
77.257,555,2.71,2.676
77.521,550,2.686,2.676
77.785,548,2.676,2.676
78.049,547,2.671,2.681
78.313,548,2.676,2.676
78.577,550,2.686,2.676
78.841,549,2.681,2.676
79.105,547,2.671,2.681
79.369,548,2.676,2.681
79.633,560,2.734,2.676
79.897,550,2.686,2.676
80.161,548,2.676,2.676
80.425,547,2.671,2.676
80.689,548,2.676,2.676
80.953,550,2.686,2.676
81.217,548,2.676,2.676
81.481,547,2.671,2.681
81.745,549,2.681,2.681
82.009,552,2.695,2.681
82.273,549,2.681,2.681
82.537,547,2.671,2.681
82.801,551,2.69,2.681
83.065,549,2.681,2.681
83.329,550,2.686,2.681
83.593,548,2.676,2.681
83.857,547,2.671,2.681
84.121,549,2.681,2.676
84.385,561,2.739,2.676
84.649,548,2.676,2.681
84.913,547,2.671,2.681
85.177,559,2.729,2.681
85.441,549,2.681,2.676
85.705,550,2.686,2.681
85.969,547,2.671,2.686
86.233,547,2.671,2.681
86.497,550,2.686,2.676
86.761,560,2.734,2.676
87.025,548,2.676,2.686
87.289,547,2.671,2.686
87.553,559,2.729,2.681
87.817,550,2.686,2.676
88.081,549,2.681,2.681
88.345,547,2.671,2.686
88.609,548,2.676,2.681
88.873,550,2.686,2.676
89.137,550,2.686,2.676
89.401,548,2.676,2.676
89.665,548,2.676,2.676
89.929,548,2.676,2.676
90.193,550,2.686,2.676
90.457,548,2.676,2.676
90.721,547,2.671,2.676
90.985,548,2.676,2.676
91.249,550,2.686,2.676
91.513,549,2.681,2.681
91.777,547,2.671,2.681
92.041,549,2.681,2.681
92.305,549,2.681,2.681
92.569,551,2.69,2.681
92.833,548,2.676,2.681
93.097,547,2.671,2.681
93.361,549,2.681,2.681
93.625,560,2.734,2.681
93.889,549,2.681,2.681
94.153,547,2.671,2.681
94.417,558,2.725,2.681
94.681,549,2.681,2.681
94.945,549,2.681,2.681
95.209,548,2.676,2.681
95.473,547,2.671,2.681
95.737,550,2.686,2.676
96.001,550,2.686,2.676
96.265,548,2.676,2.676
96.529,547,2.671,2.681
96.793,548,2.676,2.676
97.057,550,2.686,2.676
97.321,549,2.681,2.676
97.585,547,2.671,2.681
97.849,548,2.676,2.681
