Time (s),Raw ADC,Voltage (V),Voltage_Filtered
1319.318,112,0.547,0.537
1319.587,110,0.537,0.537
1319.856,112,0.547,0.537
1320.125,110,0.537,0.547
1320.394,112,0.547,0.537
1320.663,110,0.537,0.547
1320.932,112,0.547,0.547
1321.201,110,0.537,0.547
1321.47,113,0.552,0.547
1321.739,115,0.562,0.547
1322.008,112,0.547,0.547
1322.277,115,0.562,0.547
1322.546,111,0.542,0.542
1322.815,111,0.542,0.542
1323.084,111,0.542,0.542
1323.353,111,0.542,0.542
1323.622,110,0.537,0.542
1323.891,111,0.542,0.542
1324.16,110,0.537,0.542
1324.429,112,0.547,0.537
1324.698,110,0.537,0.542
1324.967,112,0.547,0.537
1325.236,110,0.537,0.547
1325.505,112,0.547,0.542
1325.774,110,0.537,0.547
1326.043,112,0.547,0.542
1326.312,111,0.542,0.542
1326.581,112,0.547,0.542
1326.85,111,0.542,0.542
1327.119,111,0.542,0.542
1327.388,112,0.547,0.542
1327.657,110,0.537,0.542
1327.926,112,0.547,0.542
1328.195,110,0.537,0.547
1328.464,112,0.547,0.537
1328.733,110,0.537,0.547
1329.002,112,0.547,0.537
1329.271,110,0.537,0.547
1329.54,113,0.552,0.537
1329.809,110,0.537,0.547
1330.078,113,0.552,0.537
1330.347,110,0.537,0.542
1330.616,112,0.547,0.542
1330.885,110,0.537,0.542
1331.154,111,0.542,0.542
1331.423,111,0.542,0.542
1331.692,111,0.542,0.542
1331.961,111,0.542,0.542
1332.23,110,0.537,0.542
1332.499,111,0.542,0.542
1332.768,109,0.532,0.542
1333.037,111,0.542,0.537
1333.306,110,0.537,0.542
1333.575,112,0.547,0.537
1333.844,110,0.537,0.542
1334.113,112,0.547,0.542
1334.382,110,0.537,0.542
1334.651,112,0.547,0.542
1334.92,111,0.542,0.542
1335.189,111,0.542,0.542
1335.458,111,0.542,0.542
1335.727,111,0.542,0.542
1335.996,112,0.547,0.542
1336.265,110,0.537,0.542
1336.534,112,0.547,0.542
1336.803,110,0.537,0.547
1337.072,112,0.547,0.537
1337.341,110,0.537,0.547
1337.61,112,0.547,0.537
1337.879,110,0.537,0.547
1338.148,112,0.547,0.537
1338.417,110,0.537,0.547
1338.686,113,0.552,0.537
1338.955,110,0.537,0.542
1339.224,112,0.547,0.542
1339.493,110,0.537,0.542
1339.762,111,0.542,0.542
1340.031,111,0.542,0.542
1340.3,111,0.542,0.542
1340.569,111,0.542,0.542
1340.838,110,0.537,0.542
1341.107,111,0.542,0.542
1341.376,110,0.537,0.542
1341.645,112,0.547,0.537
1341.914,110,0.537,0.542
1342.183,122,0.596,0.537
1342.452,110,0.537,0.547
1342.721,125,0.61,0.537
1342.99,110,0.537,0.537
1343.259,112,0.547,0.537
1343.528,110,0.537,0.542
1343.797,110,0.537,0.542
1344.066,111,0.542,0.542
1344.335,111,0.542,0.542
1344.604,111,0.542,0.542
1344.873,110,0.537,0.542
1345.142,112,0.547,0.542
1345.411,110,0.537,0.542
1345.68,112,0.547,0.537
1345.949,110,0.537,0.547
1346.218,112,0.547,0.537
1346.487,110,0.537,0.547
1346.756,112,0.547,0.542
1347.025,110,0.537,0.542
1347.294,112,0.547,0.542
1347.563,111,0.542,0.542
1347.832,111,0.542,0.542
1348.101,111,0.542,0.542
1348.37,111,0.542,0.542
1348.639,112,0.547,0.542
1348.908,110,0.537,0.542
1349.177,112,0.547,0.542
1349.446,110,0.537,0.547
1349.715,112,0.547,0.537
1349.984,110,0.537,0.547
1350.253,112,0.547,0.537
1350.522,110,0.537,0.547
1350.791,112,0.547,0.537
1351.06,110,0.537,0.547
1351.329,113,0.552,0.537
1351.598,110,0.537,0.542
1351.867,112,0.547,0.542
1352.136,110,0.537,0.542
1352.405,111,0.542,0.542
1352.674,111,0.542,0.542
1352.943,111,0.542,0.542
1353.212,111,0.542,0.542
1353.481,110,0.537,0.542
1353.75,111,0.542,0.542
1354.019,110,0.537,0.542
1354.288,112,0.547,0.537
1354.557,109,0.532,0.542
1354.826,112,0.547,0.537
1355.095,110,0.537,0.547
1355.364,112,0.547,0.542
1355.633,110,0.537,0.542
1355.902,112,0.547,0.542
1356.171,111,0.542,0.542
1356.44,111,0.542,0.542
1356.709,111,0.542,0.542
1356.978,111,0.542,0.542
1357.247,112,0.547,0.542
1357.516,110,0.537,0.542
1357.785,112,0.547,0.542
1358.054,110,0.537,0.547
1358.323,112,0.547,0.537
1358.592,110,0.537,0.547
1358.861,112,0.547,0.537
1359.13,110,0.537,0.547
1359.399,112,0.547,0.547
1359.668,110,0.537,0.547
1359.937,112,0.547,0.547
1360.206,120,0.586,0.547
1360.475,112,0.547,0.547
1360.744,122,0.596,0.547
1361.013,111,0.542,0.581
1361.282,125,0.61,0.547
1361.551,111,0.542,0.562
1361.82,119,0.581,0.542
1362.089,110,0.537,0.557
1362.358,115,0.562,0.542
1362.627,110,0.537,0.552
1362.896,114,0.557,0.537
1363.165,110,0.537,0.552
1363.434,113,0.552,0.537
1363.703,109,0.532,0.547
1363.972,113,0.552,0.537
1364.241,110,0.537,0.542
1364.51,112,0.547,0.542
1364.779,110,0.537,0.542
1365.048,111,0.542,0.542
1365.317,119,0.581,0.542
1365.586,111,0.542,0.542
1365.855,125,0.61,0.542
1366.124,110,0.537,0.576
1366.393,120,0.586,0.542
1366.662,110,0.537,0.576
1366.931,118,0.576,0.537
1367.2,110,0.537,0.562
1367.469,118,0.576,0.537
1367.738,110,0.537,0.547
1368.007,115,0.562,0.537
1368.276,110,0.537,0.542
1368.545,112,0.547,0.542
1368.814,110,0.537,0.542
1369.083,111,0.542,0.542
1369.352,111,0.542,0.542
1369.621,111,0.542,0.542
1369.89,111,0.542,0.542
1370.159,110,0.537,0.542
1370.428,111,0.542,0.542
1370.697,110,0.537,0.542
1370.966,111,0.542,0.537
1371.235,110,0.537,0.542
1371.504,112,0.547,0.537
1371.773,110,0.537,0.542
1372.042,122,0.596,0.537
1372.311,110,0.537,0.542
1372.58,112,0.547,0.542
1372.849,110,0.537,0.542
1373.118,111,0.542,0.542
1373.387,111,0.542,0.542
1373.656,111,0.542,0.542
1373.925,111,0.542,0.542
1374.194,110,0.537,0.542
1374.463,111,0.542,0.542
1374.732,110,0.537,0.542
1375.001,112,0.547,0.537
1375.27,110,0.537,0.542
1375.539,112,0.547,0.537
1375.808,110,0.537,0.547
1376.077,112,0.547,0.542
1376.346,110,0.537,0.542
1376.615,112,0.547,0.542
1376.884,111,0.542,0.542
1377.153,111,0.542,0.542
1377.422,111,0.542,0.542
1377.691,111,0.542,0.542
1377.96,112,0.547,0.542
1378.229,110,0.537,0.542
1378.498,112,0.547,0.542
1378.767,110,0.537,0.547
1379.036,112,0.547,0.537
1379.305,110,0.537,0.547
1379.574,112,0.547,0.537
1379.843,109,0.532,0.547
1380.112,112,0.547,0.547
1380.381,110,0.537,0.547
1380.65,112,0.547,0.547
1380.919,112,0.547,0.547
1381.188,111,0.542,0.547
1381.457,112,0.547,0.547
1381.726,111,0.542,0.547
1381.995,112,0.547,0.542
1382.264,110,0.537,0.547
1382.533,112,0.547,0.542
1382.802,110,0.537,0.547
1383.071,112,0.547,0.537
1383.34,110,0.537,0.547
1383.609,112,0.547,0.537
1383.878,110,0.537,0.547
1384.147,112,0.547,0.547
1384.416,110,0.537,0.547
1384.685,112,0.547,0.547
1384.954,115,0.562,0.547
1385.223,112,0.547,0.547
1385.492,114,0.557,0.547
1385.761,111,0.542,0.552
1386.03,114,0.557,0.547
1386.299,111,0.542,0.552
1386.568,113,0.552,0.542
1386.837,110,0.537,0.552
1387.106,113,0.552,0.542
1387.375,110,0.537,0.552
1387.644,113,0.552,0.537
1387.913,110,0.537,0.552
1388.182,113,0.552,0.537
1388.451,110,0.537,0.547
1388.72,113,0.552,0.537
1388.989,110,0.537,0.542
1389.258,112,0.547,0.542
1389.527,110,0.537,0.542
1389.796,111,0.542,0.542
1390.065,111,0.542,0.542
1390.334,111,0.542,0.542
1390.603,111,0.542,0.542
1390.872,110,0.537,0.542
1391.141,111,0.542,0.542
1391.41,110,0.537,0.542
1391.679,112,0.547,0.537
1391.948,110,0.537,0.542
1392.217,117,0.571,0.537
1392.486,110,0.537,0.547
1392.755,121,0.591,0.542
1393.024,110,0.537,0.542
1393.293,112,0.547,0.542
1393.562,111,0.542,0.542
1393.831,111,0.542,0.542
