Time (s),Raw ADC,Voltage (V),Voltage_Filtered
2899.537,511,2.495,2.495
2899.822,511,2.495,2.495
2900.107,513,2.505,2.5
2900.392,512,2.5,2.5
2900.677,512,2.5,2.5
2900.962,522,2.549,2.5
2901.247,511,2.495,2.5
2901.532,512,2.5,2.5
2901.817,510,2.49,2.495
2902.102,511,2.495,2.495
2902.387,520,2.539,2.495
2902.672,511,2.495,2.495
2902.957,511,2.495,2.5
2903.242,512,2.5,2.5
2903.527,526,2.568,2.5
2903.812,512,2.5,2.5
2904.097,513,2.505,2.5
2904.382,512,2.5,2.505
2904.667,512,2.5,2.5
2904.952,533,2.603,2.5
2905.237,514,2.51,2.5
2905.522,512,2.5,2.5
2905.807,512,2.5,2.5
2906.092,512,2.5,2.5
2906.377,512,2.5,2.5
2906.662,514,2.51,2.5
2906.947,513,2.505,2.505
2907.232,511,2.495,2.505
2907.517,513,2.505,2.505
2907.802,542,2.646,2.505
2908.087,513,2.505,2.505
2908.372,513,2.505,2.505
2908.657,513,2.505,2.505
2908.942,523,2.554,2.505
2909.227,516,2.52,2.505
2909.512,512,2.5,2.505
2909.797,512,2.5,2.51
2910.082,513,2.505,2.505
2910.367,539,2.632,2.505
2910.652,514,2.51,2.505
2910.937,513,2.505,2.505
2911.222,512,2.5,2.51
2911.507,513,2.505,2.505
2911.792,539,2.632,2.505
2912.077,514,2.51,2.505
2912.362,513,2.505,2.505
2912.647,510,2.49,2.505
2912.932,512,2.5,2.505
2913.217,542,2.646,2.5
2913.502,513,2.505,2.5
2913.787,512,2.5,2.5
2914.072,510,2.49,2.505
2914.357,512,2.5,2.5
2914.642,538,2.627,2.5
2914.927,514,2.51,2.5
2915.212,511,2.495,2.5
2915.497,511,2.495,2.5
2915.782,512,2.5,2.5
2916.067,511,2.495,2.495
2916.352,528,2.578,2.5
2916.637,513,2.505,2.5
2916.922,511,2.495,2.505
2917.207,513,2.505,2.505
2917.492,512,2.5,2.505
2917.777,533,2.603,2.505
2918.062,517,2.524,2.505
2918.347,514,2.51,2.5
2918.632,512,2.5,2.5
2918.917,512,2.5,2.5
2919.202,512,2.5,2.5
2919.487,510,2.49,2.5
2919.772,514,2.51,2.5
2920.057,513,2.505,2.5
2920.342,509,2.485,2.49
2920.627,510,2.49,2.5
2920.912,540,2.637,2.5
2921.197,509,2.485,2.5
2921.482,512,2.5,2.5
2921.767,512,2.5,2.5
2922.052,512,2.5,2.5
2922.337,525,2.563,2.5
2922.622,517,2.524,2.5
2922.907,510,2.49,2.5
2923.192,513,2.505,2.505
2923.477,512,2.5,2.505
2923.762,512,2.5,2.5
2924.047,537,2.622,2.5
2924.332,514,2.51,2.5
2924.617,512,2.5,2.5
