Time (s),Raw ADC,Voltage (V),Voltage_Filtered
4050.623,480,2.344,2.324
4050.908,478,2.334,2.329
4051.193,478,2.334,2.334
4051.478,476,2.324,2.334
4051.763,477,2.329,2.334
4052.048,495,2.417,2.334
4052.333,488,2.383,2.329
4052.618,478,2.334,2.329
4052.903,477,2.329,2.334
4053.188,477,2.329,2.334
4053.473,477,2.329,2.334
4053.758,498,2.432,2.329
4054.043,479,2.339,2.329
4054.328,479,2.339,2.329
4054.613,477,2.329,2.339
4054.898,477,2.329,2.329
4055.183,477,2.329,2.329
4055.468,485,2.368,2.329
4055.753,474,2.314,2.329
4056.038,476,2.324,2.329
4056.323,477,2.329,2.329
4056.608,477,2.329,2.329
4056.893,500,2.441,2.329
4057.178,479,2.339,2.329
4057.463,477,2.329,2.329
4057.748,475,2.319,2.329
4058.033,477,2.329,2.329
4058.318,475,2.319,2.329
4058.603,491,2.397,2.329
4058.888,478,2.334,2.329
4059.173,477,2.329,2.329
4059.458,477,2.329,2.329
4059.743,477,2.329,2.329
4060.028,477,2.329,2.329
4060.313,480,2.344,2.329
4060.598,478,2.334,2.329
4060.883,474,2.314,2.329
4061.168,477,2.329,2.334
4061.453,478,2.334,2.329
4061.738,477,2.329,2.329
4062.023,478,2.334,2.329
4062.308,477,2.329,2.329
4062.593,476,2.324,2.329
4062.878,475,2.319,2.329
4063.163,502,2.451,2.329
4063.448,477,2.329,2.324
4063.733,475,2.319,2.329
4064.018,477,2.329,2.329
4064.303,475,2.319,2.329
4064.588,502,2.451,2.329
4064.873,478,2.334,2.329
4065.158,476,2.324,2.329
4065.443,477,2.329,2.329
4065.728,477,2.329,2.329
4066.013,476,2.324,2.329
4066.298,481,2.349,2.329
4066.583,478,2.334,2.329
4066.868,476,2.324,2.324
4067.153,475,2.319,2.329
4067.438,477,2.329,2.329
4067.723,476,2.324,2.324
4068.008,478,2.334,2.329
4068.293,478,2.334,2.334
4068.578,474,2.314,2.334
4068.863,478,2.334,2.334
4069.148,483,2.358,2.334
4069.433,477,2.329,2.334
4069.718,478,2.334,2.334
4070.003,478,2.334,2.334
4070.288,477,2.329,2.334
4070.573,475,2.319,2.334
4070.858,490,2.393,2.334
4071.143,480,2.344,2.334
4071.428,478,2.334,2.334
4071.713,477,2.329,2.334
4071.998,478,2.334,2.334
4072.283,477,2.329,2.334
4072.568,497,2.427,2.329
4072.853,479,2.339,2.329
4073.138,476,2.324,2.329
4073.423,477,2.329,2.329
4073.708,477,2.329,2.329
4073.993,476,2.324,2.329
4074.278,491,2.397,2.329
4074.563,480,2.344,2.329
4074.848,478,2.334,2.329
4075.133,475,2.319,2.334
4075.418,477,2.329,2.334
4075.703,477,2.329,2.329
4075.988,494,2.412,2.329
4076.273,481,2.349,2.329
4076.558,476,2.324,2.334
4076.843,478,2.334,2.334
4077.128,477,2.329,2.334
4077.413,478,2.334,2.334
4077.698,494,2.412,2.334
4077.983,484,2.363,2.334
4078.268,478,2.334,2.334
4078.553,478,2.334,2.334
4078.838,477,2.329,2.334
4079.123,477,2.329,2.334
4079.408,492,2.402,2.329
4079.693,481,2.349,2.329
4079.978,474,2.314,2.329
4080.263,477,2.329,2.324
