Time (s),Raw ADC,Voltage (V),Voltage_Filtered
1466.461,108,0.527,0.513
1466.73,105,0.513,0.513
1466.999,109,0.532,0.513
1467.268,105,0.513,0.527
1467.537,110,0.537,0.513
1467.806,105,0.513,0.532
1468.075,110,0.537,0.513
1468.344,105,0.513,0.522
1468.613,110,0.537,0.518
1468.882,105,0.513,0.522
1469.151,107,0.522,0.522
1469.42,106,0.518,0.522
1469.689,107,0.522,0.522
1469.958,107,0.522,0.522
1470.227,106,0.518,0.522
1470.496,107,0.522,0.522
1470.765,106,0.518,0.522
1471.034,107,0.522,0.518
1471.303,105,0.513,0.522
1471.572,107,0.522,0.518
1471.841,105,0.513,0.522
1472.11,108,0.527,0.513
1472.379,105,0.513,0.522
1472.648,107,0.522,0.522
1472.917,105,0.513,0.522
1473.186,108,0.527,0.522
1473.455,108,0.527,0.522
1473.724,107,0.522,0.527
1473.993,111,0.542,0.527
1474.262,107,0.522,0.527
1474.531,114,0.557,0.522
1474.8,106,0.518,0.542
1475.069,115,0.562,0.522
1475.338,105,0.513,0.557
1475.607,114,0.557,0.518
1475.876,106,0.518,0.552
1476.145,114,0.557,0.518
1476.414,105,0.513,0.552
1476.683,113,0.552,0.518
1476.952,105,0.513,0.527
1477.221,113,0.552,0.518
1477.49,106,0.518,0.522
1477.759,108,0.527,0.522
1478.028,106,0.518,0.522
1478.297,107,0.522,0.522
1478.566,107,0.522,0.522
1478.835,106,0.518,0.522
1479.104,107,0.522,0.522
1479.373,106,0.518,0.522
1479.642,107,0.522,0.518
1479.911,105,0.513,0.522
1480.18,108,0.527,0.518
1480.449,105,0.513,0.522
1480.718,108,0.527,0.518
1480.987,106,0.518,0.527
1481.256,108,0.527,0.518
1481.525,105,0.513,0.522
1481.794,108,0.527,0.518
1482.063,105,0.513,0.522
1482.332,107,0.522,0.518
1482.601,106,0.518,0.518
1482.87,107,0.522,0.518
1483.139,106,0.518,0.518
1483.408,106,0.518,0.518
1483.677,107,0.522,0.518
1483.946,106,0.518,0.518
1484.215,107,0.522,0.518
1484.484,105,0.513,0.522
1484.753,107,0.522,0.518
1485.022,105,0.513,0.522
1485.291,107,0.522,0.518
1485.56,106,0.518,0.522
1485.829,108,0.527,0.518
1486.098,105,0.513,0.522
1486.367,108,0.527,0.522
1486.636,106,0.518,0.522
1486.905,107,0.522,0.522
1487.174,107,0.522,0.522
1487.443,107,0.522,0.522
1487.712,107,0.522,0.522
1487.981,106,0.518,0.522
1488.25,108,0.527,0.522
1488.519,105,0.513,0.522
1488.788,108,0.527,0.518
1489.057,105,0.513,0.527
1489.326,108,0.527,0.513
1489.595,105,0.513,0.527
1489.864,108,0.527,0.513
1490.133,105,0.513,0.522
1490.402,108,0.527,0.518
1490.671,105,0.513,0.522
1490.94,107,0.522,0.518
1491.209,106,0.518,0.518
1491.478,107,0.522,0.518
1491.747,106,0.518,0.518
1492.016,106,0.518,0.518
1492.285,107,0.522,0.518
1492.554,105,0.513,0.518
1492.823,107,0.522,0.518
1493.092,105,0.513,0.522
1493.361,107,0.522,0.513
1493.63,105,0.513,0.522
1493.899,107,0.522,0.513
1494.168,105,0.513,0.522
1494.437,114,0.557,0.518
1494.706,105,0.513,0.522
1494.975,108,0.527,0.522
1495.244,106,0.518,0.522
1495.513,107,0.522,0.522
1495.782,107,0.522,0.522
1496.051,106,0.518,0.522
1496.32,107,0.522,0.522
1496.589,106,0.518,0.522
1496.858,108,0.527,0.518
1497.127,105,0.513,0.522
1497.396,107,0.522,0.518
1497.665,105,0.513,0.522
1497.934,108,0.527,0.513
1498.203,105,0.513,0.522
1498.472,108,0.527,0.527
1498.741,105,0.513,0.527
1499.01,108,0.527,0.527
1499.279,119,0.581,0.527
