Time (s),Raw ADC,Voltage (V),Voltage_Filtered
1526.717,169,0.825,0.811
1526.986,166,0.811,0.82
1527.255,170,0.83,0.825
1527.524,168,0.82,0.825
1527.793,169,0.825,0.83
1528.062,170,0.83,0.83
1528.331,170,0.83,0.83
1528.6,172,0.84,0.83
1528.869,173,0.845,0.84
1529.138,176,0.859,0.84
1529.407,168,0.82,0.845
1529.676,175,0.854,0.845
1529.945,171,0.835,0.854
1530.214,178,0.869,0.835
1530.483,171,0.835,0.854
1530.752,177,0.864,0.835
1531.021,168,0.82,0.85
1531.29,177,0.864,0.835
1531.559,168,0.82,0.845
1531.828,174,0.85,0.825
1532.097,169,0.825,0.825
1532.366,173,0.845,0.825
1532.635,165,0.806,0.825
1532.904,169,0.825,0.825
1533.173,168,0.82,0.825
1533.442,172,0.84,0.82
1533.711,171,0.835,0.82
1533.98,168,0.82,0.82
1534.249,168,0.82,0.825
1534.518,167,0.815,0.825
1534.787,169,0.825,0.82
1535.056,170,0.83,0.825
1535.325,172,0.84,0.825
1535.594,168,0.82,0.83
1535.863,172,0.84,0.83
1536.132,166,0.811,0.83
1536.401,170,0.83,0.83
1536.67,170,0.83,0.83
1536.939,173,0.845,0.83
1537.208,168,0.82,0.83
1537.477,169,0.825,0.825
1537.746,170,0.83,0.825
1538.015,168,0.82,0.825
1538.284,169,0.825,0.825
1538.553,168,0.82,0.825
1538.822,173,0.845,0.825
1539.091,171,0.835,0.83
1539.36,169,0.825,0.83
1539.629,170,0.83,0.83
1539.898,170,0.83,0.825
1540.167,166,0.811,0.825
1540.436,169,0.825,0.825
1540.705,165,0.806,0.825
1540.974,174,0.85,0.82
1541.243,166,0.811,0.825
1541.512,172,0.84,0.82
1541.781,168,0.82,0.82
1542.05,169,0.825,0.82
1542.319,167,0.815,0.82
1542.588,167,0.815,0.82
1542.857,169,0.825,0.815
1543.126,167,0.815,0.815
1543.395,169,0.825,0.82
1543.664,167,0.815,0.82
1543.933,168,0.82,0.82
1544.202,168,0.82,0.82
1544.471,172,0.84,0.82
1544.74,166,0.811,0.82
1545.009,169,0.825,0.825
1545.278,166,0.811,0.825
1545.547,169,0.825,0.82
1545.816,171,0.835,0.82
1546.085,168,0.82,0.82
1546.354,168,0.82,0.82
1546.623,168,0.82,0.82
1546.892,168,0.82,0.82
1547.161,171,0.835,0.82
1547.43,172,0.84,0.825
1547.699,167,0.815,0.83
1547.968,170,0.83,0.83
1548.237,169,0.825,0.825
1548.506,173,0.845,0.825
1548.775,169,0.825,0.825
1549.044,169,0.825,0.825
1549.313,168,0.82,0.825
1549.582,170,0.83,0.825
1549.851,168,0.82,0.825
1550.12,169,0.825,0.825
1550.389,171,0.835,0.825
1550.658,172,0.84,0.825
1550.927,167,0.815,0.825
1551.196,168,0.82,0.825
1551.465,171,0.835,0.82
1551.734,167,0.815,0.82
1552.003,169,0.825,0.825
1552.272,166,0.811,0.825
1552.541,169,0.825,0.825
1552.81,169,0.825,0.825
1553.079,169,0.825,0.825
1553.348,166,0.811,0.825
1553.617,169,0.825,0.825
1553.886,168,0.82,0.825
1554.155,170,0.83,0.825
1554.424,171,0.835,0.825
1554.693,169,0.825,0.83
1554.962,176,0.859,0.83
1555.231,168,0.82,0.835
1555.5,178,0.869,0.835
1555.769,168,0.82,0.835
1556.038,174,0.85,0.835
1556.307,171,0.835,0.835
1556.576,171,0.835,0.835
1556.845,170,0.83,0.835
1557.114,172,0.84,0.835
1557.383,169,0.825,0.83
1557.652,172,0.84,0.83
1557.921,169,0.825,0.825
1558.19,169,0.825,0.825
1558.459,170,0.83,0.825
1558.728,169,0.825,0.825
1558.997,170,0.83,0.825
1559.266,168,0.82,0.825
1559.535,167,0.815,0.825
1559.804,169,0.825,0.82
1560.073,172,0.84,0.82
1560.342,167,0.815,0.82
1560.611,168,0.82,0.82
1560.88,168,0.82,0.82
1561.149,169,0.825,0.82
