Time (s),Raw ADC,Voltage (V)
10.465,165,0.806
10.729,160,0.781
10.993,162,0.791
11.257,159,0.776
11.521,158,0.771
11.785,168,0.82
12.049,161,0.786
12.313,160,0.781
12.577,158,0.771
12.841,159,0.776
13.105,170,0.83
13.369,161,0.786
13.633,159,0.776
13.897,158,0.771
14.161,160,0.781
14.425,165,0.806
14.689,160,0.781
14.953,158,0.771
15.217,163,0.796
15.481,161,0.786
15.745,161,0.786
16.009,159,0.776
16.273,158,0.771
16.537,169,0.825
16.801,161,0.786
17.065,160,0.781
17.329,158,0.771
17.593,160,0.781
17.857,170,0.83
18.121,161,0.786
18.385,159,0.776
18.649,158,0.771
18.913,161,0.786
19.177,165,0.806
19.441,160,0.781
19.705,158,0.771
19.969,159,0.776
20.233,161,0.786
20.497,161,0.786
20.761,158,0.771
21.025,159,0.776
21.289,160,0.781
21.553,161,0.786
21.817,160,0.781
22.081,158,0.771
22.345,160,0.781
22.609,166,0.811
22.873,160,0.781
23.137,158,0.771
23.401,159,0.776
23.665,161,0.786
23.929,161,0.786
24.193,159,0.776
24.457,158,0.771
24.721,160,0.781
24.985,161,0.786
25.249,160,0.781
25.513,158,0.771
25.777,160,0.781
26.041,161,0.786
26.305,161,0.786
26.569,159,0.776
26.833,158,0.771
27.097,161,0.786
27.361,161,0.786
27.625,159,0.776
27.889,158,0.771
28.153,159,0.776
28.417,161,0.786
28.681,161,0.786
28.945,158,0.771
29.209,161,0.786
29.473,160,0.781
29.737,161,0.786
30.001,159,0.776
30.265,158,0.771
30.529,161,0.786
30.793,161,0.786
31.057,160,0.781
31.321,158,0.771
31.585,159,0.776
31.849,161,0.786
32.113,161,0.786
32.377,159,0.776
32.641,158,0.771
32.905,160,0.781
33.169,162,0.791
33.433,160,0.781
33.697,158,0.771
33.961,161,0.786
34.225,160,0.781
34.489,161,0.786
34.753,159,0.776
35.017,158,0.771
35.281,161,0.786
35.545,161,0.786
35.809,160,0.781
36.073,158,0.771
36.337,159,0.776
36.601,161,0.786
36.865,160,0.781
37.129,158,0.771
37.393,160,0.781
37.657,160,0.781
37.921,162,0.791
38.185,159,0.776
