Time (s),Raw ADC,Voltage (V)
2233.018,96,0.469
2233.285,97,0.474
2233.552,97,0.474
2233.819,96,0.469
2234.086,98,0.479
2234.353,96,0.469
2234.62,98,0.479
2234.887,97,0.474
2235.154,97,0.474
2235.421,101,0.493
2235.69,96,0.469
2235.957,100,0.488
2236.226,96,0.469
2236.493,99,0.483
2236.76,96,0.469
2237.027,98,0.479
2237.294,98,0.479
2237.561,96,0.469
2237.828,118,0.576
2238.097,96,0.469
2238.364,118,0.576
2238.633,96,0.469
2238.9,111,0.542
2239.169,96,0.469
2239.436,102,0.498
2239.705,96,0.469
2239.972,100,0.488
2240.241,97,0.474
2240.508,99,0.483
2240.775,99,0.483
2241.042,96,0.469
2241.309,98,0.479
2241.576,97,0.474
2241.843,97,0.474
2242.11,98,0.479
2242.377,96,0.469
2242.644,98,0.479
2242.911,96,0.469
2243.178,97,0.474
2243.445,98,0.479
2243.712,96,0.469
2243.979,101,0.493
2244.248,96,0.469
2244.515,100,0.488
2244.784,96,0.469
2245.051,99,0.483
2245.318,97,0.474
2245.585,98,0.479
2245.852,99,0.483
2246.119,96,0.469
2246.386,110,0.537
2246.655,96,0.469
2246.922,105,0.513
2247.191,96,0.469
2247.458,101,0.493
2247.727,96,0.469
2247.994,99,0.483
2248.261,98,0.479
2248.528,96,0.469
2248.795,98,0.479
2249.062,96,0.469
2249.329,114,0.557
2249.598,96,0.469
2249.865,116,0.566
2250.134,97,0.474
2250.401,110,0.537
2250.67,97,0.474
2250.937,105,0.513
2251.206,98,0.479
2251.473,96,0.469
2251.74,98,0.479
2252.007,96,0.469
2252.274,98,0.479
2252.541,97,0.474
2252.808,102,0.498
2253.077,98,0.479
2253.344,95,0.464
2253.611,99,0.483
2253.878,96,0.469
2254.145,97,0.474
2254.412,98,0.479
2254.679,96,0.469
2254.946,101,0.493
2255.215,96,0.469
2255.482,100,0.488
2255.751,96,0.469
2256.018,99,0.483
2256.285,96,0.469
2256.552,98,0.479
2256.819,98,0.479
2257.086,96,0.469
2257.353,98,0.479
2257.62,96,0.469
2257.887,112,0.547
