Time (s),Raw ADC,Voltage (V)
1121.872,115,0.562
1122.141,115,0.562
1122.41,114,0.557
1122.679,115,0.562
1122.948,113,0.552
1123.217,116,0.566
1123.486,114,0.557
1123.755,116,0.566
1124.024,114,0.557
1124.293,116,0.566
1124.562,113,0.552
1124.831,116,0.566
1125.1,116,0.566
1125.369,115,0.562
1125.638,115,0.562
1125.907,115,0.562
1126.176,115,0.562
1126.445,114,0.557
1126.714,115,0.562
1126.983,113,0.552
1127.252,116,0.566
1127.521,114,0.557
1127.79,116,0.566
1128.059,113,0.552
1128.328,116,0.566
1128.597,114,0.557
1128.866,116,0.566
1129.135,116,0.566
1129.404,115,0.562
1129.673,116,0.566
1129.942,115,0.562
1130.211,115,0.562
1130.48,114,0.557
1130.749,116,0.566
1131.018,113,0.552
1131.287,116,0.566
1131.556,114,0.557
1131.825,116,0.566
1132.094,114,0.557
1132.363,116,0.566
1132.632,113,0.552
1132.901,116,0.566
1133.17,115,0.562
1133.439,115,0.562
1133.708,115,0.562
1133.977,115,0.562
1134.246,115,0.562
1134.515,114,0.557
1134.784,115,0.562
1135.053,114,0.557
1135.322,116,0.566
1135.591,114,0.557
1135.86,116,0.566
1136.129,113,0.552
1136.398,116,0.566
1136.667,114,0.557
1136.936,116,0.566
1137.205,114,0.557
1137.474,115,0.562
1137.743,114,0.557
1138.012,115,0.562
1138.281,115,0.562
1138.55,114,0.557
1138.819,115,0.562
1139.088,113,0.552
1139.357,115,0.562
1139.626,114,0.557
1139.895,116,0.566
1140.164,113,0.552
1140.433,123,0.601
1140.702,114,0.557
1140.971,116,0.566
1141.24,115,0.562
1141.509,115,0.562
1141.778,115,0.562
1142.047,114,0.557
1142.316,115,0.562
1142.585,114,0.557
1142.854,121,0.591
1143.123,113,0.552
1143.392,125,0.61
1143.661,114,0.557
1143.93,117,0.571
1144.199,114,0.557
1144.468,116,0.566
1144.737,113,0.552
1145.006,115,0.562
1145.275,128,0.625
1145.544,115,0.562
1145.813,117,0.571
1146.082,114,0.557
1146.351,116,0.566
1146.62,113,0.552
1146.889,116,0.566
1147.158,114,0.557
1147.427,116,0.566
1147.696,114,0.557
1147.965,116,0.566
1148.234,113,0.552
1148.503,116,0.566
1148.772,114,0.557
1149.041,115,0.562
1149.31,115,0.562
1149.579,114,0.557
1149.848,115,0.562
1150.117,114,0.557
1150.386,115,0.562
1150.655,114,0.557
1150.924,116,0.566
1151.193,114,0.557
1151.462,116,0.566
1151.731,113,0.552
1152.0,124,0.605
1152.269,114,0.557
1152.538,116,0.566
1152.807,114,0.557
1153.076,115,0.562
1153.345,114,0.557
1153.614,114,0.557
1153.883,115,0.562
1154.152,114,0.557
1154.421,125,0.61
1154.69,114,0.557
1154.959,123,0.601
1155.228,113,0.552
1155.497,117,0.571
1155.766,114,0.557
1156.035,116,0.566
1156.304,113,0.552
1156.573,115,0.562
1156.842,128,0.625
1157.111,115,0.562
1157.38,118,0.576
1157.649,114,0.557
1157.918,116,0.566
1158.187,113,0.552
1158.456,116,0.566
1158.725,113,0.552
1158.994,116,0.566
1159.263,114,0.557
1159.532,116,0.566
1159.801,113,0.552
1160.07,116,0.566
1160.339,120,0.586
1160.608,115,0.562
1160.877,116,0.566
1161.146,115,0.562
1161.415,115,0.562
1161.684,114,0.557
1161.953,116,0.566
1162.222,114,0.557
1162.491,116,0.566
1162.76,114,0.557
1163.029,116,0.566
1163.298,114,0.557
1163.567,116,0.566
1163.836,113,0.552
1164.105,116,0.566
1164.374,114,0.557
1164.643,115,0.562
1164.912,115,0.562
1165.181,115,0.562
1165.45,115,0.562
1165.719,114,0.557
1165.988,115,0.562
1166.257,113,0.552
1166.526,116,0.566
1166.795,113,0.552
1167.064,115,0.562
1167.333,114,0.557
1167.602,125,0.61
1167.871,113,0.552
1168.14,116,0.566
1168.409,114,0.557
1168.678,115,0.562
1168.947,115,0.562
1169.216,114,0.557
1169.485,115,0.562
1169.754,114,0.557
1170.023,115,0.562
1170.292,113,0.552
1170.561,128,0.625
1170.83,114,0.557
1171.099,122,0.596
1171.368,113,0.552
1171.637,118,0.576
1171.906,114,0.557
1172.175,116,0.566
1172.444,114,0.557
1172.713,115,0.562
1172.982,115,0.562
1173.251,114,0.557
1173.52,129,0.63
1173.789,113,0.552
1174.058,118,0.576
1174.327,113,0.552
1174.596,116,0.566
1174.865,113,0.552
1175.134,116,0.566
1175.403,114,0.557
1175.672,116,0.566
1175.941,124,0.605
1176.21,115,0.562
1176.479,116,0.566
1176.748,115,0.562
1177.017,116,0.566
1177.286,114,0.557
1177.555,116,0.566
1177.824,113,0.552
1178.093,116,0.566
1178.362,114,0.557
1178.631,116,0.566
1178.9,113,0.552
1179.169,116,0.566
1179.438,113,0.552
1179.707,116,0.566
1179.976,115,0.562
1180.245,115,0.562
1180.514,115,0.562
1180.783,115,0.562
1181.052,115,0.562
1181.321,114,0.557
1181.59,115,0.562
1181.859,114,0.557
1182.128,116,0.566
1182.397,114,0.557
1182.666,116,0.566
1182.935,113,0.552
1183.204,115,0.562
1183.473,113,0.552
1183.742,116,0.566
1184.011,114,0.557
1184.28,115,0.562
1184.549,115,0.562
1184.818,114,0.557
1185.087,115,0.562
1185.356,114,0.557
1185.625,115,0.562
1185.894,114,0.557
1186.163,115,0.562
1186.432,114,0.557
1186.701,125,0.61
1186.97,114,0.557
1187.239,125,0.61
1187.508,113,0.552
1187.777,116,0.566
1188.046,114,0.557
1188.315,115,0.562
1188.584,115,0.562
1188.853,114,0.557
1189.122,115,0.562
1189.391,114,0.557
1189.66,122,0.596
1189.929,113,0.552
1190.198,128,0.625
1190.467,114,0.557
1190.736,124,0.605
1191.005,114,0.557
1191.274,118,0.576
1191.543,113,0.552
1191.812,115,0.562
1192.081,114,0.557
1192.35,115,0.562
1192.619,114,0.557
1192.888,115,0.562
1193.157,115,0.562
1193.426,114,0.557
1193.695,115,0.562
1193.964,114,0.557
1194.233,115,0.562
1194.502,114,0.557
1194.771,115,0.562
1195.04,114,0.557
1195.309,123,0.601
1195.578,113,0.552
1195.847,116,0.566
1196.116,114,0.557
1196.385,115,0.562
1196.654,115,0.562
1196.923,114,0.557
1197.192,115,0.562
1197.461,114,0.557
1197.73,115,0.562
1197.999,113,0.552
1198.268,116,0.566
1198.537,114,0.557
1198.806,115,0.562
1199.075,113,0.552
1199.344,115,0.562
1199.613,113,0.552
1199.882,116,0.566
1200.151,115,0.562
1200.42,115,0.562
1200.689,115,0.562
1200.958,114,0.557
1201.227,115,0.562
1201.496,114,0.557
1201.765,116,0.566
1202.034,113,0.552
1202.303,115,0.562
1202.572,113,0.552
1202.841,116,0.566
1203.11,113,0.552
1203.379,125,0.61
1203.648,114,0.557
1203.917,116,0.566
1204.186,114,0.557
1204.455,115,0.562
1204.724,115,0.562
1204.993,114,0.557
1205.262,115,0.562
1205.531,114,0.557
1205.8,115,0.562
1206.069,114,0.557
1206.338,115,0.562
1206.607,113,0.552
1206.876,122,0.596
