Time (s),Raw ADC,Voltage (V)
95.209,221,1.079
95.473,221,1.079
95.737,222,1.084
96.001,222,1.084
96.265,220,1.074
96.529,222,1.084
96.793,224,1.094
97.057,221,1.079
97.321,220,1.074
97.585,219,1.069
97.849,221,1.079
98.113,221,1.079
98.377,221,1.079
98.641,221,1.079
98.905,221,1.079
99.169,219,1.069
99.433,219,1.069
99.697,221,1.079
99.961,221,1.079
100.225,222,1.084
100.492,221,1.079
100.759,221,1.079
101.026,221,1.079
101.293,219,1.069
101.56,219,1.069
101.827,219,1.069
102.094,221,1.079
102.361,222,1.084
102.628,220,1.074
102.895,221,1.079
103.162,221,1.079
103.429,221,1.079
103.696,221,1.079
103.963,220,1.074
104.23,222,1.084
104.497,221,1.079
104.764,222,1.084
105.031,219,1.069
105.298,219,1.069
105.565,219,1.069
105.832,220,1.074
106.099,221,1.079
106.366,221,1.079
106.633,220,1.074
106.9,220,1.074
107.167,221,1.079
107.434,220,1.074
107.701,221,1.079
107.968,220,1.074
108.235,221,1.079
108.502,221,1.079
108.769,220,1.074
109.036,222,1.084
109.303,220,1.074
109.57,220,1.074
109.837,220,1.074
110.104,221,1.079
110.371,222,1.084
110.638,221,1.079
110.905,221,1.079
111.172,221,1.079
111.439,228,1.113
111.706,222,1.084
111.973,228,1.113
112.24,220,1.074
112.507,221,1.079
112.774,221,1.079
113.041,221,1.079
113.308,220,1.074
113.575,221,1.079
113.842,221,1.079
114.109,221,1.079
114.376,220,1.074
114.643,220,1.074
114.91,219,1.069
115.177,220,1.074
115.444,226,1.104
115.711,220,1.074
115.978,219,1.069
116.245,220,1.074
116.512,221,1.079
116.779,220,1.074
117.046,218,1.064
117.313,221,1.079
117.58,220,1.074
117.847,221,1.079
118.114,219,1.069
118.381,220,1.074
118.648,222,1.084
118.915,221,1.079
119.182,221,1.079
119.449,228,1.113
119.716,220,1.074
119.983,227,1.108
120.25,220,1.074
120.517,222,1.084
120.784,222,1.084
121.051,221,1.079
121.318,220,1.074
121.585,221,1.079
121.852,219,1.069
122.119,221,1.079
122.386,221,1.079
122.653,222,1.084
122.92,222,1.084
123.187,222,1.084
123.454,221,1.079
123.721,221,1.079
123.988,228,1.113
124.255,220,1.074
124.522,226,1.104
124.789,221,1.079
125.056,221,1.079
125.323,222,1.084
125.59,219,1.069
125.857,221,1.079
126.124,222,1.084
126.391,221,1.079
126.658,221,1.079
126.925,220,1.074
127.192,221,1.079
127.459,219,1.069
127.726,222,1.084
127.993,221,1.079
128.26,222,1.084
128.527,221,1.079
128.794,220,1.074
129.061,218,1.064
129.328,221,1.079
129.595,221,1.079
129.862,221,1.079
130.129,221,1.079
130.396,221,1.079
130.663,222,1.084
130.93,220,1.074
131.197,222,1.084
131.464,222,1.084
131.731,222,1.084
131.998,219,1.069
132.265,221,1.079
132.532,220,1.074
132.799,220,1.074
133.066,221,1.079
133.333,223,1.089
133.6,221,1.079
133.867,226,1.104
134.134,222,1.084
134.401,226,1.104
134.668,222,1.084
134.935,221,1.079
135.202,222,1.084
135.469,221,1.079
135.736,222,1.084
136.003,222,1.084
136.27,222,1.084
136.537,222,1.084
136.804,222,1.084
137.071,222,1.084
137.338,221,1.079
137.605,221,1.079
137.872,223,1.089
138.139,220,1.074
138.406,228,1.113
138.673,221,1.079
138.94,221,1.079
139.207,219,1.069
139.474,220,1.074
139.741,220,1.074
140.008,221,1.079
140.275,221,1.079
140.542,221,1.079
140.809,222,1.084
141.076,221,1.079
141.343,221,1.079
141.61,221,1.079
141.877,226,1.104
142.144,221,1.079
142.411,221,1.079
142.678,219,1.069
142.945,220,1.074
143.212,222,1.084
143.479,220,1.074
143.746,223,1.089
144.013,221,1.079
144.28,221,1.079
144.547,222,1.084
144.814,221,1.079
145.081,222,1.084
145.348,220,1.074
145.615,221,1.079
145.882,222,1.084
146.149,220,1.074
146.416,220,1.074
146.683,220,1.074
146.95,221,1.079
147.217,220,1.074
147.484,221,1.079
147.751,224,1.094
148.018,221,1.079
148.285,227,1.108
148.552,220,1.074
148.819,221,1.079
149.086,222,1.084
149.353,222,1.084
149.62,222,1.084
149.887,219,1.069
150.154,219,1.069
150.421,221,1.079
150.688,221,1.079
150.955,221,1.079
151.222,222,1.084
151.489,220,1.074
151.756,222,1.084
152.023,220,1.074
152.29,225,1.099
152.557,220,1.074
152.824,221,1.079
153.091,221,1.079
153.358,220,1.074
153.625,221,1.079
153.892,221,1.079
154.159,221,1.079
154.426,221,1.079
154.693,220,1.074
154.96,221,1.079
155.227,222,1.084
155.494,222,1.084
155.761,222,1.084
156.028,221,1.079
156.295,226,1.104
156.562,222,1.084
156.829,221,1.079
157.096,220,1.074
157.363,221,1.079
157.63,221,1.079
157.897,222,1.084
158.164,221,1.079
158.431,222,1.084
158.698,222,1.084
158.965,222,1.084
159.232,220,1.074
159.499,221,1.079
159.766,221,1.079
160.033,221,1.079
160.3,221,1.079
160.567,222,1.084
160.834,228,1.113
161.101,221,1.079
161.368,222,1.084
161.635,222,1.084
161.902,222,1.084
162.169,219,1.069
162.436,220,1.074
162.703,222,1.084
162.97,221,1.079
163.237,222,1.084
163.504,222,1.084
163.771,222,1.084
164.038,221,1.079
164.305,227,1.108
164.572,220,1.074
164.839,219,1.069
165.106,222,1.084
165.373,222,1.084
165.64,221,1.079
165.907,222,1.084
166.174,221,1.079
166.441,222,1.084
166.708,221,1.079
166.975,221,1.079
167.242,221,1.079
167.509,221,1.079
167.776,221,1.079
168.043,221,1.079
168.31,223,1.089
168.577,222,1.084
168.844,228,1.113
169.111,222,1.084
169.378,221,1.079
169.645,221,1.079
169.912,221,1.079
170.179,222,1.084
170.446,221,1.079
170.713,221,1.079
170.98,221,1.079
171.247,221,1.079
171.514,220,1.074
171.781,220,1.074
172.048,221,1.079
172.315,228,1.113
172.582,222,1.084
172.849,220,1.074
173.116,221,1.079
173.383,222,1.084
173.65,219,1.069
173.917,220,1.074
174.184,221,1.079
174.451,220,1.074
174.718,222,1.084
174.985,222,1.084
175.252,222,1.084
175.519,221,1.079
175.786,221,1.079
176.053,221,1.079
176.32,219,1.069
176.587,222,1.084
176.854,221,1.079
177.121,219,1.069
177.388,222,1.084
177.655,221,1.079
177.922,221,1.079
178.189,222,1.084
178.456,221,1.079
178.723,226,1.104
178.99,222,1.084
179.257,221,1.079
179.524,220,1.074
179.791,220,1.074
180.058,221,1.079
180.325,222,1.084
180.592,221,1.079
180.859,221,1.079
181.126,220,1.074
181.393,221,1.079
181.66,221,1.079
181.927,222,1.084
182.194,228,1.113
182.461,222,1.084
182.728,227,1.108
182.995,222,1.084
183.262,220,1.074
183.529,221,1.079
183.796,222,1.084
184.063,222,1.084
184.33,222,1.084
184.597,221,1.079
184.864,219,1.069
185.131,221,1.079
185.398,219,1.069
185.665,222,1.084
185.932,221,1.079
186.199,222,1.084
186.466,222,1.084
186.733,220,1.074
187.0,219,1.069
187.267,223,1.089
187.534,221,1.079
187.801,222,1.084
188.068,222,1.084
188.335,222,1.084
188.602,221,1.079
188.869,224,1.094
189.136,221,1.079
189.403,220,1.074
189.67,221,1.079
189.937,221,1.079
190.204,222,1.084
190.471,221,1.079
190.738,222,1.084
191.005,222,1.084
191.272,219,1.069
191.539,221,1.079
191.806,221,1.079
192.073,221,1.079
192.34,219,1.069
192.607,222,1.084
192.874,222,1.084
193.141,221,1.079
193.408,225,1.099
193.675,221,1.079
193.942,222,1.084
194.209,220,1.074
194.476,222,1.084
194.743,221,1.079
195.01,221,1.079
195.277,221,1.079
195.544,221,1.079
195.811,222,1.084
196.078,221,1.079
196.345,221,1.079
196.612,220,1.074
196.879,222,1.084
