Time (s),Raw ADC,Voltage (V)
1342.721,199,0.972
1342.99,198,0.967
1343.259,198,0.967
1343.528,198,0.967
1343.797,198,0.967
1344.066,198,0.967
1344.335,198,0.967
1344.604,204,0.996
1344.873,198,0.967
1345.142,198,0.967
1345.411,198,0.967
1345.68,198,0.967
1345.949,198,0.967
1346.218,198,0.967
1346.487,198,0.967
1346.756,198,0.967
1347.025,198,0.967
1347.294,198,0.967
1347.563,198,0.967
1347.832,203,0.991
1348.101,198,0.967
1348.37,198,0.967
1348.639,198,0.967
1348.908,198,0.967
1349.177,199,0.972
1349.446,198,0.967
1349.715,201,0.981
1349.984,198,0.967
1350.253,198,0.967
1350.522,198,0.967
1350.791,198,0.967
1351.06,198,0.967
1351.329,198,0.967
1351.598,198,0.967
1351.867,198,0.967
1352.136,198,0.967
1352.405,199,0.972
1352.674,198,0.967
1352.943,198,0.967
1353.212,198,0.967
1353.481,198,0.967
1353.75,198,0.967
1354.019,198,0.967
1354.288,203,0.991
1354.557,198,0.967
1354.826,198,0.967
1355.095,198,0.967
1355.364,198,0.967
1355.633,198,0.967
1355.902,198,0.967
1356.171,198,0.967
1356.44,198,0.967
1356.709,198,0.967
1356.978,198,0.967
1357.247,198,0.967
1357.516,199,0.972
1357.785,198,0.967
1358.054,198,0.967
1358.323,198,0.967
1358.592,198,0.967
1358.861,198,0.967
1359.13,198,0.967
1359.399,202,0.986
1359.668,198,0.967
1359.937,198,0.967
1360.206,198,0.967
1360.475,198,0.967
1360.744,198,0.967
1361.013,198,0.967
1361.282,198,0.967
1361.551,198,0.967
1361.82,198,0.967
1362.089,198,0.967
1362.358,198,0.967
1362.627,204,0.996
1362.896,198,0.967
1363.165,198,0.967
1363.434,198,0.967
1363.703,198,0.967
1363.972,198,0.967
1364.241,197,0.962
1364.51,203,0.991
1364.779,198,0.967
1365.048,198,0.967
1365.317,198,0.967
1365.586,198,0.967
1365.855,198,0.967
1366.124,198,0.967
1366.393,198,0.967
1366.662,198,0.967
1366.931,198,0.967
1367.2,201,0.981
1367.469,198,0.967
1367.738,198,0.967
1368.007,198,0.967
1368.276,198,0.967
1368.545,198,0.967
1368.814,198,0.967
1369.083,200,0.977
1369.352,198,0.967
1369.621,198,0.967
1369.89,198,0.967
1370.159,198,0.967
1370.428,198,0.967
1370.697,198,0.967
1370.966,198,0.967
1371.235,198,0.967
1371.504,198,0.967
1371.773,198,0.967
1372.042,198,0.967
1372.311,198,0.967
1372.58,198,0.967
1372.849,198,0.967
1373.118,198,0.967
1373.387,198,0.967
1373.656,198,0.967
1373.925,199,0.972
1374.194,198,0.967
1374.463,198,0.967
1374.732,198,0.967
1375.001,198,0.967
1375.27,201,0.981
1375.539,198,0.967
1375.808,198,0.967
1376.077,198,0.967
1376.346,198,0.967
1376.615,198,0.967
1376.884,198,0.967
1377.153,198,0.967
1377.422,198,0.967
1377.691,198,0.967
1377.96,203,0.991
1378.229,198,0.967
1378.498,198,0.967
1378.767,198,0.967
1379.036,198,0.967
1379.305,198,0.967
1379.574,198,0.967
1379.843,198,0.967
1380.112,198,0.967
1380.381,198,0.967
1380.65,198,0.967
1380.919,198,0.967
1381.188,198,0.967
1381.457,198,0.967
1381.726,198,0.967
1381.995,198,0.967
1382.264,198,0.967
1382.533,198,0.967
1382.802,198,0.967
1383.071,198,0.967
1383.34,198,0.967
1383.609,198,0.967
1383.878,198,0.967
1384.147,198,0.967
1384.416,198,0.967
1384.685,203,0.991
1384.954,198,0.967
1385.223,198,0.967
1385.492,198,0.967
1385.761,198,0.967
1386.03,203,0.991
1386.299,198,0.967
1386.568,198,0.967
1386.837,198,0.967
1387.106,198,0.967
1387.375,198,0.967
1387.644,198,0.967
1387.913,198,0.967
1388.182,198,0.967
1388.451,198,0.967
1388.72,199,0.972
1388.989,198,0.967
1389.258,198,0.967
1389.527,198,0.967
1389.796,198,0.967
1390.065,198,0.967
1390.334,198,0.967
1390.603,198,0.967
1390.872,198,0.967
1391.141,198,0.967
1391.41,198,0.967
1391.679,198,0.967
1391.948,198,0.967
1392.217,198,0.967
1392.486,198,0.967
1392.755,200,0.977
1393.024,198,0.967
1393.293,198,0.967
1393.562,198,0.967
1393.831,198,0.967
1394.1,198,0.967
1394.369,198,0.967
1394.638,198,0.967
1394.907,198,0.967
1395.176,198,0.967
1395.445,198,0.967
1395.714,198,0.967
1395.983,198,0.967
1396.252,198,0.967
1396.521,198,0.967
1396.79,198,0.967
1397.059,198,0.967
1397.328,203,0.991
1397.597,198,0.967
1397.866,198,0.967
1398.135,198,0.967
1398.404,198,0.967
1398.673,198,0.967
1398.942,198,0.967
1399.211,198,0.967
1399.48,198,0.967
1399.749,198,0.967
1400.018,200,0.977
1400.287,198,0.967
1400.556,198,0.967
1400.825,198,0.967
1401.094,198,0.967
1401.363,200,0.977
1401.632,198,0.967
1401.901,198,0.967
1402.17,198,0.967
1402.439,198,0.967
1402.708,198,0.967
1402.977,198,0.967
1403.246,198,0.967
1403.515,198,0.967
1403.784,198,0.967
1404.053,202,0.986
1404.322,198,0.967
1404.591,198,0.967
1404.86,198,0.967
1405.129,198,0.967
1405.398,198,0.967
1405.667,198,0.967
1405.936,198,0.967
1406.205,204,0.996
1406.474,198,0.967
1406.743,198,0.967
1407.012,198,0.967
1407.281,198,0.967
1407.55,203,0.991
1407.819,198,0.967
1408.088,198,0.967
1408.357,198,0.967
1408.626,198,0.967
1408.895,198,0.967
1409.164,198,0.967
1409.433,198,0.967
1409.702,199,0.972
1409.971,198,0.967
1410.24,198,0.967
1410.509,198,0.967
1410.778,198,0.967
1411.047,198,0.967
1411.316,198,0.967
1411.585,198,0.967
1411.854,198,0.967
1412.123,198,0.967
1412.392,198,0.967
1412.661,198,0.967
1412.93,198,0.967
1413.199,198,0.967
1413.468,198,0.967
1413.737,203,0.991
1414.006,198,0.967
1414.275,198,0.967
1414.544,198,0.967
1414.813,198,0.967
1415.082,198,0.967
1415.351,198,0.967
1415.62,198,0.967
1415.889,198,0.967
1416.158,198,0.967
1416.427,198,0.967
1416.696,198,0.967
1416.965,203,0.991
1417.234,198,0.967
1417.503,198,0.967
1417.772,198,0.967
1418.041,198,0.967
1418.31,204,0.996
1418.579,198,0.967
1418.848,198,0.967
1419.117,198,0.967
1419.386,198,0.967
1419.655,198,0.967
1419.924,198,0.967
1420.193,198,0.967
1420.462,198,0.967
1420.731,198,0.967
1421.0,202,0.986
1421.269,198,0.967
1421.538,198,0.967
1421.807,198,0.967
1422.076,198,0.967
1422.345,198,0.967
1422.614,198,0.967
1422.883,198,0.967
1423.152,198,0.967
1423.421,198,0.967
1423.69,198,0.967
1423.959,198,0.967
1424.228,198,0.967
1424.497,198,0.967
1424.766,198,0.967
1425.035,203,0.991
1425.304,198,0.967
