Time (s),Raw ADC,Voltage (V)
5679.452,609,2.974
5679.672,606,2.959
5679.892,609,2.974
5680.112,608,2.969
5680.332,607,2.964
5680.552,616,3.008
5680.772,609,2.974
5680.992,608,2.969
5681.212,610,2.979
5681.432,607,2.964
5681.652,609,2.974
5681.872,682,3.33
5682.092,608,2.969
5682.312,610,2.979
5682.532,610,2.979
5682.752,607,2.964
5682.972,609,2.974
5683.192,657,3.208
5683.412,619,3.022
5683.632,610,2.979
5683.852,609,2.974
5684.072,603,2.944
5684.292,609,2.974
5684.512,608,2.969
5684.732,605,2.954
5684.952,611,2.983
5685.172,609,2.974
5685.392,606,2.959
5685.612,609,2.974
5685.832,608,2.969
5686.052,607,2.964
5686.272,626,3.057
5686.492,610,2.979
5686.712,609,2.974
5686.932,610,2.979
5687.152,607,2.964
5687.372,609,2.974
5687.592,678,3.311
5687.812,611,2.983
5688.032,610,2.979
5688.252,609,2.974
5688.472,606,2.959
5688.692,610,2.979
5688.912,609,2.974
5689.132,672,3.281
5689.352,612,2.988
5689.572,609,2.974
5689.792,603,2.944
5690.012,610,2.979
5690.232,609,2.974
5690.452,604,2.949
5690.672,643,3.14
5690.892,610,2.979
5691.112,606,2.959
5691.332,610,2.979
5691.552,608,2.969
5691.772,607,2.964
5691.992,666,3.252
5692.212,619,3.022
5692.432,608,2.969
5692.652,610,2.979
5692.872,607,2.964
5693.092,610,2.979
5693.312,609,2.974
5693.532,679,3.315
5693.752,611,2.983
5693.972,609,2.974
5694.192,606,2.959
5694.412,610,2.979
5694.632,609,2.974
5694.852,635,3.101
5695.072,611,2.983
5695.292,610,2.979
5695.512,603,2.944
5695.732,610,2.979
5695.952,609,2.974
5696.172,604,2.949
5696.392,615,3.003
5696.612,609,2.974
5696.832,606,2.959
5697.052,610,2.979
5697.272,608,2.969
5697.492,607,2.964
5697.712,682,3.33
5697.932,609,2.974
5698.152,608,2.969
5698.372,609,2.974
5698.592,607,2.964
5698.812,610,2.979
5699.032,678,3.311
5699.252,609,2.974
5699.472,611,2.983
5699.692,609,2.974
5699.912,605,2.954
5700.132,609,2.974
5700.352,671,3.276
5700.572,609,2.974
5700.792,610,2.979
5701.012,609,2.974
5701.232,603,2.944
5701.452,609,2.974
5701.672,677,3.306
5701.892,604,2.949
5702.112,610,2.979
5702.332,608,2.969
5702.552,605,2.954
5702.772,609,2.974
5702.992,666,3.252
5703.212,607,2.964
5703.432,610,2.979
5703.652,608,2.969
5703.872,608,2.969
5704.092,609,2.974
5704.312,608,2.969
5704.532,610,2.979
5704.752,611,2.983
5704.972,608,2.969
5705.192,610,2.979
5705.412,609,2.974
5705.632,606,2.959
5705.852,666,3.252
5706.072,620,3.027
5706.292,606,2.959
5706.512,610,2.979
5706.732,609,2.974
5706.952,603,2.944
5707.172,640,3.125
5707.392,625,3.052
5707.612,604,2.949
5707.832,610,2.979
5708.052,609,2.974
5708.272,605,2.954
5708.492,609,2.974
5708.712,672,3.281
5708.932,607,2.964
5709.152,610,2.979
5709.372,608,2.969
5709.592,608,2.969
5709.812,609,2.974
5710.032,607,2.964
5710.252,609,2.974
5710.472,612,2.988
5710.692,607,2.964
5710.912,610,2.979
5711.132,609,2.974
5711.352,605,2.954
5711.572,609,2.974
5711.792,671,3.276
5712.012,617,3.013
5712.232,610,2.979
5712.452,609,2.974
5712.672,603,2.944
5712.892,609,2.974
5713.112,608,2.969
5713.332,604,2.949
5713.552,636,3.105
5713.772,610,2.979
5713.992,605,2.954
5714.212,609,2.974
5714.432,609,2.974
5714.652,607,2.964
5714.872,656,3.203
5715.092,622,3.037
5715.312,608,2.969
5715.532,610,2.979
5715.752,607,2.964
5715.972,610,2.979
5716.192,609,2.974
5716.412,640,3.125
5716.632,611,2.983
5716.852,610,2.979
5717.072,606,2.959
5717.292,610,2.979
5717.512,609,2.974
5717.732,644,3.145
5717.952,611,2.983
5718.172,609,2.974
5718.392,603,2.944
5718.612,610,2.979
5718.832,609,2.974
5719.052,604,2.949
5719.272,611,2.983
5719.492,609,2.974
5719.712,606,2.959
5719.932,610,2.979
5720.152,608,2.969
5720.372,607,2.964
5720.592,625,3.052
5720.812,609,2.974
5721.032,608,2.969
5721.252,610,2.979
5721.472,607,2.964
5721.692,610,2.979
5721.912,681,3.325
5722.132,608,2.969
5722.352,610,2.979
5722.572,609,2.974
5722.792,605,2.954
5723.012,610,2.979
5723.232,671,3.276
5723.452,609,2.974
5723.672,611,2.983
5723.892,609,2.974
5724.112,603,2.944
5724.332,609,2.974
5724.552,652,3.184
5724.772,604,2.949
5724.992,610,2.979
5725.212,608,2.969
5725.432,605,2.954
5725.652,609,2.974
5725.872,608,2.969
5726.092,607,2.964
5726.312,610,2.979
5726.532,608,2.969
5726.752,608,2.969
5726.972,609,2.974
5727.192,607,2.964
5727.412,609,2.974
5727.632,611,2.983
5727.852,607,2.964
5728.072,610,2.979
5728.292,609,2.974
5728.512,605,2.954
5728.732,671,3.276
