Time (s),Raw ADC,Voltage (V)
4654.032,424,2.07
4654.252,426,2.08
4654.472,425,2.075
4654.692,429,2.095
4654.912,432,2.109
4655.132,428,2.09
4655.352,430,2.1
4655.572,430,2.1
4655.792,426,2.08
4656.012,498,2.432
4656.232,431,2.104
4656.452,427,2.085
4656.672,430,2.1
4656.892,429,2.095
4657.112,424,2.07
4657.332,496,2.422
4657.552,431,2.104
4657.772,424,2.07
4657.992,430,2.1
4658.212,429,2.095
4658.432,425,2.075
4658.652,484,2.363
4658.872,438,2.139
4659.092,426,2.08
4659.312,430,2.1
4659.532,428,2.09
4659.752,428,2.09
4659.972,429,2.095
4660.192,494,2.412
4660.412,429,2.095
4660.632,430,2.1
4660.852,427,2.085
4661.072,430,2.1
4661.292,429,2.095
4661.512,491,2.397
4661.732,432,2.109
4661.952,430,2.1
4662.172,426,2.08
4662.392,430,2.1
4662.612,429,2.095
4662.832,490,2.393
4663.052,431,2.104
4663.272,429,2.095
4663.492,423,2.065
4663.712,433,2.114
4663.932,429,2.095
4664.152,428,2.09
4664.372,435,2.124
4664.592,433,2.114
4664.812,430,2.1
4665.032,433,2.114
4665.252,475,2.319
4665.472,430,2.1
4665.692,434,2.119
4665.912,432,2.109
4666.132,432,2.109
4666.352,433,2.114
4666.572,449,2.192
4666.792,433,2.114
4667.012,433,2.114
4667.232,430,2.1
4667.452,433,2.114
4667.672,480,2.344
4667.892,436,2.129
4668.112,434,2.119
4668.332,433,2.114
4668.552,428,2.09
4668.772,433,2.114
4668.992,487,2.378
4669.212,431,2.104
4669.432,434,2.119
4669.652,433,2.114
4669.872,427,2.085
4670.092,433,2.114
4670.312,481,2.349
4670.532,428,2.09
4670.752,434,2.119
4670.972,432,2.109
4671.192,430,2.1
4671.412,429,2.095
4671.632,428,2.09
4671.852,428,2.09
4672.072,430,2.1
4672.292,428,2.09
4672.512,429,2.095
4672.732,429,2.095
4672.952,422,2.061
4673.172,487,2.378
4673.392,423,2.065
4673.612,402,1.963
4673.832,384,1.875
4674.052,379,1.851
4674.272,376,1.836
4674.492,391,1.909
4674.712,374,1.826
4674.932,397,1.938
4675.152,400,1.953
4675.372,422,2.061
4675.592,373,1.821
4675.812,439,2.144
4676.032,402,1.963
4676.252,381,1.86
4676.472,389,1.899
4676.692,388,1.895
4676.912,371,1.812
4677.132,380,1.855
4677.352,387,1.89
4677.572,379,1.851
4677.792,408,1.992
4678.012,439,2.144
4678.232,395,1.929
4678.452,386,1.885
4678.672,383,1.87
4678.892,381,1.86
4679.112,383,1.87
4679.332,392,1.914
4679.552,405,1.978
4679.772,371,1.812
4679.992,367,1.792
4680.212,401,1.958
4680.432,369,1.802
4680.652,377,1.841
4680.872,431,2.104
4681.092,419,2.046
4681.312,409,1.997
4681.532,402,1.963
4681.752,450,2.197
4681.972,373,1.821
4682.192,374,1.826
4682.412,377,1.841
4682.632,368,1.797
4682.852,370,1.807
4683.072,444,2.168
4683.292,411,2.007
4683.512,368,1.797
4683.732,365,1.782
4683.952,369,1.802
4684.172,369,1.802
4684.392,360,1.758
4684.612,369,1.802
4684.832,365,1.782
4685.052,374,1.826
4685.272,368,1.797
4685.492,364,1.777
4685.712,362,1.768
4685.932,364,1.777
4686.152,363,1.772
4686.372,362,1.768
4686.592,368,1.797
4686.812,367,1.792
4687.032,364,1.777
4687.252,364,1.777
4687.472,362,1.768
4687.692,365,1.782
4687.912,368,1.797
4688.132,362,1.768
4688.352,364,1.777
4688.572,364,1.777
4688.792,366,1.787
4689.012,388,1.895
4689.232,367,1.792
4689.452,361,1.763
4689.672,364,1.777
4689.892,363,1.772
4690.112,364,1.777
4690.332,368,1.797
4690.552,363,1.772
4690.772,362,1.768
4690.992,364,1.777
4691.212,363,1.772
4691.432,364,1.777
4691.652,364,1.777
4691.872,362,1.768
4692.092,364,1.777
4692.312,364,1.777
4692.532,361,1.763
4692.752,364,1.777
4692.972,364,1.777
4693.192,360,1.758
4693.412,365,1.782
4693.632,382,1.865
4693.852,373,1.821
4694.072,377,1.841
4694.292,363,1.772
4694.512,361,1.763
4694.732,364,1.777
4694.952,363,1.772
4695.172,362,1.768
4695.392,364,1.777
4695.612,363,1.772
4695.832,365,1.782
4696.052,378,1.846
4696.272,391,1.909
4696.492,403,1.968
4696.712,394,1.924
4696.932,386,1.885
4697.152,394,1.924
4697.372,364,1.777
4697.592,362,1.768
4697.812,364,1.777
4698.032,364,1.777
4698.252,359,1.753
4698.472,364,1.777
4698.692,363,1.772
4698.912,361,1.763
4699.132,364,1.777
4699.352,363,1.772
4699.572,362,1.768
4699.792,364,1.777
4700.012,366,1.787
4700.232,364,1.777
4700.452,364,1.777
4700.672,362,1.768
