Time (s),Raw ADC,Voltage (V)
6146.952,617,3.013
6147.172,616,3.008
6147.392,618,3.018
6147.612,655,3.198
6147.832,618,3.018
6148.052,619,3.022
6148.272,616,3.008
6148.492,618,3.018
6148.712,618,3.018
6148.932,615,3.003
6149.152,688,3.359
6149.372,628,3.066
6149.592,615,3.003
6149.812,619,3.022
6150.032,618,3.018
6150.252,613,2.993
6150.472,618,3.018
6150.692,649,3.169
6150.912,612,2.988
6151.132,620,3.027
6151.352,618,3.018
6151.572,614,2.998
6151.792,618,3.018
6152.012,616,3.008
6152.232,615,3.003
6152.452,620,3.027
6152.672,617,3.013
6152.892,616,3.008
6153.112,618,3.018
6153.332,616,3.008
6153.552,617,3.013
6153.772,620,3.027
6153.992,616,3.008
6154.212,619,3.022
6154.432,618,3.018
6154.652,615,3.003
6154.872,670,3.271
6155.092,634,3.096
6155.312,615,3.003
6155.532,618,3.018
6155.752,618,3.018
6155.972,613,2.993
6156.192,618,3.018
6156.412,699,3.413
6156.632,612,2.988
6156.852,619,3.022
6157.072,617,3.013
6157.292,613,2.993
6157.512,618,3.018
6157.732,691,3.374
6157.952,614,2.998
6158.172,619,3.022
6158.392,617,3.013
6158.612,616,3.008
6158.832,618,3.018
6159.052,659,3.218
6159.272,618,3.018
6159.492,619,3.022
6159.712,616,3.008
6159.932,619,3.022
6160.152,619,3.022
6160.372,614,2.998
6160.592,695,3.394
6160.812,623,3.042
6161.032,615,3.003
6161.252,618,3.018
6161.472,618,3.018
6161.692,613,2.993
6161.912,675,3.296
6162.132,629,3.071
6162.352,612,2.988
6162.572,619,3.022
6162.792,617,3.013
6163.012,613,2.993
6163.232,618,3.018
6163.452,696,3.398
6163.672,615,3.003
6163.892,618,3.018
6164.112,618,3.018
6164.332,616,3.008
6164.552,618,3.018
6164.772,616,3.008
6164.992,617,3.013
6165.212,619,3.022
6165.432,616,3.008
6165.652,618,3.018
6165.872,618,3.018
6166.092,615,3.003
6166.312,677,3.306
6166.532,629,3.071
6166.752,615,3.003
6166.972,619,3.022
6167.192,618,3.018
6167.412,613,2.993
6167.632,618,3.018
6167.852,698,3.408
6168.072,612,2.988
6168.292,619,3.022
6168.512,617,3.013
6168.732,613,2.993
6168.952,618,3.018
6169.172,616,3.008
6169.392,614,2.998
6169.612,619,3.022
6169.832,616,3.008
6170.052,615,3.003
6170.272,617,3.013
6170.492,615,3.003
6170.712,616,3.008
6170.932,618,3.018
6171.152,615,3.003
6171.372,617,3.013
6171.592,617,3.013
6171.812,614,2.998
6172.032,636,3.105
6172.252,618,3.018
6172.472,614,2.998
6172.692,618,3.018
6172.912,617,3.013
6173.132,676,3.301
6173.352,621,3.032
6173.572,617,3.013
6173.792,612,2.988
6174.012,617,3.013
6174.232,616,3.008
6174.452,612,2.988
6174.672,619,3.022
6174.892,617,3.013
6175.112,613,2.993
6175.332,617,3.013
6175.552,678,3.311
6175.772,614,2.998
6175.992,618,3.018
6176.212,616,3.008
6176.432,616,3.008
