Time (s),Raw ADC,Voltage (V)
2755.872,218,1.064
2756.092,220,1.074
2756.312,217,1.06
2756.532,220,1.074
2756.752,251,1.226
2756.972,231,1.128
2757.192,220,1.074
2757.412,219,1.069
2757.632,216,1.055
2757.852,220,1.074
2758.072,219,1.069
2758.292,228,1.113
2758.512,220,1.074
2758.732,219,1.069
2758.952,213,1.04
2759.172,219,1.069
2759.392,218,1.064
2759.612,214,1.045
2759.832,221,1.079
2760.052,219,1.069
2760.272,216,1.055
2760.492,219,1.069
2760.712,218,1.064
2760.932,217,1.06
2761.152,219,1.069
2761.372,218,1.064
2761.592,218,1.064
2761.812,219,1.069
2762.032,217,1.06
2762.252,219,1.069
2762.472,223,1.089
2762.692,217,1.06
2762.912,220,1.074
2763.132,219,1.069
2763.352,215,1.05
2763.572,283,1.382
2763.792,221,1.079
2764.012,215,1.05
2764.232,220,1.074
2764.452,219,1.069
2764.672,213,1.04
2764.892,231,1.128
2765.112,219,1.069
2765.332,214,1.045
2765.552,220,1.074
2765.772,218,1.064
2765.992,215,1.05
2766.212,220,1.074
2766.432,219,1.069
2766.652,216,1.055
2766.872,219,1.069
2767.092,217,1.06
2767.312,218,1.064
2767.532,220,1.074
2767.752,217,1.06
2767.972,219,1.069
2768.192,219,1.069
2768.412,276,1.348
2768.632,221,1.079
2768.852,220,1.074
2769.072,216,1.055
2769.292,220,1.074
2769.512,219,1.069
2769.732,231,1.128
2769.952,216,1.055
2770.172,216,1.055
2770.392,214,1.045
2770.612,219,1.069
2770.832,261,1.274
2771.052,214,1.045
2771.272,220,1.074
2771.492,218,1.064
2771.712,214,1.045
2771.932,219,1.069
2772.152,242,1.182
2772.372,216,1.055
2772.592,220,1.074
2772.812,218,1.064
2773.032,217,1.06
2773.252,219,1.069
2773.472,246,1.201
2773.692,218,1.064
2773.912,220,1.074
2774.132,217,1.06
2774.352,220,1.074
2774.572,219,1.069
2774.792,216,1.055
2775.012,233,1.138
2775.232,221,1.079
2775.452,216,1.055
2775.672,220,1.074
2775.892,219,1.069
2776.112,214,1.045
2776.332,229,1.118
2776.552,219,1.069
2776.772,213,1.04
2776.992,220,1.074
2777.212,218,1.064
2777.432,214,1.045
2777.652,222,1.084
2777.872,218,1.064
2778.092,215,1.05
2778.312,219,1.069
2778.532,218,1.064
2778.752,217,1.06
2778.972,220,1.074
2779.192,218,1.064
2779.412,218,1.064
2779.632,219,1.069
2779.852,262,1.279
2780.072,219,1.069
2780.292,220,1.074
2780.512,217,1.06
2780.732,220,1.074
2780.952,219,1.069
2781.172,272,1.328
2781.392,222,1.084
2781.612,219,1.069
2781.832,215,1.05
2782.052,219,1.069
2782.272,218,1.064
2782.492,278,1.357
2782.712,220,1.074
2782.932,219,1.069
2783.152,214,1.045
2783.372,219,1.069
2783.592,270,1.318
2783.812,215,1.05
2784.032,220,1.074
2784.252,218,1.064
2784.472,216,1.055
2784.692,219,1.069
2784.912,245,1.196
2785.132,217,1.06
2785.352,219,1.069
2785.572,218,1.064
2785.792,219,1.069
2786.012,272,1.328
2786.232,222,1.084
2786.452,216,1.055
2786.672,219,1.069
2786.892,216,1.055
2787.112,219,1.069
2787.332,283,1.382
2787.552,217,1.06
2787.772,220,1.074
2787.992,219,1.069
2788.212,214,1.045
2788.432,219,1.069
2788.652,282,1.377
2788.872,213,1.04
2789.092,220,1.074
2789.312,219,1.069
2789.532,215,1.05
2789.752,219,1.069
2789.972,283,1.382
2790.192,216,1.055
2790.412,220,1.074
2790.632,218,1.064
2790.852,217,1.06
2791.072,219,1.069
2791.292,274,1.338
2791.512,219,1.069
2791.732,220,1.074
2791.952,217,1.06
2792.172,220,1.074
2792.392,219,1.069
2792.612,216,1.055
2792.832,283,1.382
2793.052,222,1.084
2793.272,216,1.055
2793.492,220,1.074
2793.712,219,1.069
2793.932,214,1.045
2794.152,247,1.206
2794.372,244,1.191
2794.592,214,1.045
2794.812,220,1.074
2795.032,219,1.069
2795.252,211,1.03
2795.472,220,1.074
2795.692,261,1.274
2795.912,216,1.055
2796.132,220,1.074
2796.352,215,1.05
2796.572,217,1.06
2796.792,219,1.069
2797.012,218,1.064
2797.232,218,1.064
2797.452,220,1.074
2797.672,217,1.06
2797.892,220,1.074
2798.112,219,1.069
2798.332,263,1.284
2798.552,224,1.094
2798.772,220,1.074
2798.992,216,1.055
2799.212,219,1.069
2799.432,219,1.069
2799.652,214,1.045
2799.872,231,1.128
2800.092,220,1.074
2800.312,213,1.04
2800.532,220,1.074
2800.752,218,1.064
2800.972,214,1.045
2801.192,284,1.387
2801.412,220,1.074
2801.632,216,1.055
2801.852,220,1.074
2802.072,218,1.064
2802.292,213,1.04
2802.512,279,1.362
2802.732,220,1.074
2802.952,218,1.064
2803.172,220,1.074
2803.392,217,1.06
2803.612,220,1.074
2803.832,283,1.382
2804.052,218,1.064
2804.272,220,1.074
2804.492,220,1.074
2804.712,216,1.055
2804.932,219,1.069
2805.152,282,1.377
2805.372,216,1.055
2805.592,220,1.074
2805.812,219,1.069
2806.032,213,1.04
2806.252,219,1.069
2806.472,280,1.367
2806.692,214,1.045
2806.912,220,1.074
2807.132,219,1.069
2807.352,215,1.05
2807.572,219,1.069
2807.792,282,1.377
2808.012,217,1.06
2808.232,219,1.069
2808.452,218,1.064
2808.672,218,1.064
2808.892,219,1.069
2809.112,281,1.372
2809.332,219,1.069
2809.552,220,1.074
2809.772,217,1.06
2809.992,219,1.069
2810.212,264,1.289
2810.432,225,1.099
2810.652,220,1.074
2810.872,216,1.055
2811.092,215,1.05
2811.312,219,1.069
2811.532,218,1.064
2811.752,265,1.294
2811.972,223,1.089
2812.192,219,1.069
2812.412,214,1.045
2812.632,220,1.074
2812.852,218,1.064
2813.072,215,1.05
2813.292,224,1.094
2813.512,219,1.069
2813.732,213,1.04
2813.952,219,1.069
2814.172,215,1.05
2814.392,218,1.064
2814.612,237,1.157
2814.832,217,1.06
2815.052,219,1.069
2815.272,219,1.069
2815.492,216,1.055
2815.712,219,1.069
2815.932,238,1.162
2816.152,217,1.06
2816.372,220,1.074
2816.592,219,1.069
2816.812,212,1.035
2817.032,274,1.338
2817.252,222,1.084
2817.472,214,1.045
2817.692,220,1.074
2817.912,216,1.055
2818.132,214,1.045
2818.352,227,1.108
2818.572,216,1.055
2818.792,214,1.045
2819.012,219,1.069
2819.232,218,1.064
2819.452,216,1.055
2819.672,217,1.06
2819.892,218,1.064
2820.112,217,1.06
2820.332,219,1.069
2820.552,213,1.04
2820.772,219,1.069
2820.992,217,1.06
2821.212,217,1.06
2821.432,220,1.074
2821.652,219,1.069
2821.872,216,1.055
2822.092,239,1.167
2822.312,216,1.055
2822.532,216,1.055
2822.752,220,1.074
2822.972,219,1.069
2823.192,255,1.245
2823.412,218,1.064
2823.632,219,1.069
2823.852,213,1.04
2824.072,216,1.055
2824.292,218,1.064
2824.512,214,1.045
2824.732,220,1.074
2824.952,219,1.069
2825.172,212,1.035
2825.392,219,1.069
2825.612,263,1.284
2825.832,217,1.06
2826.052,220,1.074
2826.272,218,1.064
2826.492,218,1.064
2826.712,215,1.05
2826.932,278,1.357
2827.152,219,1.069
2827.372,219,1.069
2827.592,217,1.06
2827.812,219,1.069
2828.032,241,1.177
2828.252,226,1.104
2828.472,220,1.074
2828.692,219,1.069
2828.912,213,1.04
2829.132,219,1.069
2829.352,283,1.382
2829.572,215,1.05
2829.792,220,1.074
2830.012,219,1.069
2830.232,214,1.045
2830.452,264,1.289
2830.672,221,1.079
2830.892,215,1.05
2831.112,220,1.074
2831.332,218,1.064
2831.552,216,1.055
2831.772,278,1.357
2831.992,220,1.074
2832.212,218,1.064
2832.432,219,1.069
2832.652,217,1.06
2832.872,219,1.069
2833.092,259,1.265
2833.312,217,1.06
2833.532,220,1.074
2833.752,216,1.055
2833.972,216,1.055
2834.192,219,1.069
2834.412,282,1.377
2834.632,217,1.06
2834.852,220,1.074
2835.072,219,1.069
2835.292,214,1.045
2835.512,240,1.172
2835.732,231,1.128
2835.952,213,1.04
2836.172,220,1.074
2836.392,218,1.064
2836.612,214,1.045
2836.832,258,1.26
2837.052,226,1.104
2837.272,211,1.03
2837.492,220,1.074
2837.712,218,1.064
2837.932,213,1.04
2838.152,261,1.274
2838.372,229,1.118
2838.592,214,1.045
2838.812,216,1.055
2839.032,217,1.06
2839.252,220,1.074
2839.472,267,1.304
2839.692,221,1.079
2839.912,216,1.055
2840.132,216,1.055
2840.352,215,1.05
2840.572,219,1.069
2840.792,277,1.353
2841.012,218,1.064
2841.232,220,1.074
2841.452,219,1.069
2841.672,213,1.04
2841.892,215,1.05
2842.112,268,1.309
2842.332,214,1.045
2842.552,220,1.074
2842.772,218,1.064
2842.992,216,1.055
2843.212,215,1.05
2843.432,218,1.064
2843.652,217,1.06
2843.872,220,1.074
2844.092,218,1.064
2844.312,218,1.064
2844.532,219,1.069
2844.752,217,1.06
2844.972,219,1.069
2845.192,221,1.079
2845.412,215,1.05
2845.632,220,1.074
2845.852,219,1.069
2846.072,215,1.05
2846.292,281,1.372
2846.512,221,1.079
2846.732,213,1.04
2846.952,216,1.055
2847.172,219,1.069
2847.392,213,1.04
2847.612,268,1.309
2847.832,227,1.108
2848.052,214,1.045
2848.272,220,1.074
2848.492,218,1.064
2848.712,215,1.05
2848.932,275,1.343
2849.152,223,1.089
2849.372,213,1.04
2849.592,220,1.074
2849.812,218,1.064
2850.032,218,1.064
2850.252,252,1.23
2850.472,219,1.069
2850.692,219,1.069
2850.912,215,1.05
2851.132,216,1.055
2851.352,259,1.265
2851.572,225,1.099
2851.792,217,1.06
2852.012,220,1.074
2852.232,219,1.069
2852.452,215,1.05
2852.672,240,1.172
2852.892,220,1.074
2853.112,214,1.045
2853.332,220,1.074
2853.552,218,1.064
2853.772,210,1.025
2853.992,221,1.079
2854.212,219,1.069
2854.432,211,1.03
2854.652,219,1.069
2854.872,273,1.333
2855.092,216,1.055
2855.312,220,1.074
2855.532,218,1.064
2855.752,217,1.06
2855.972,219,1.069
2856.192,250,1.221
2856.412,214,1.045
2856.632,220,1.074
2856.852,217,1.06
2857.072,215,1.05
2857.292,276,1.348
2857.512,219,1.069
