Time (s),Raw ADC,Voltage (V),Voltage_Filtered
4770.852,394,1.924,1.924
4771.072,402,1.963,1.953
4771.292,402,1.963,1.963
4771.512,400,1.953,1.963
4771.732,403,1.968,1.963
4771.952,399,1.948,1.968
4772.172,415,2.026,2.017
4772.392,422,2.061,2.026
4772.612,413,2.017,2.026
4772.832,415,2.026,2.021
4773.052,414,2.021,2.021
4773.272,413,2.017,2.021
4773.492,414,2.021,2.021
4773.712,459,2.241,2.031
4773.932,422,2.061,2.031
4774.152,416,2.031,2.031
4774.372,415,2.026,2.026
4774.592,414,2.021,2.026
4774.812,415,2.026,2.021
4775.032,414,2.021,2.021
4775.252,409,1.997,2.026
4775.472,467,2.28,2.021
4775.692,422,2.061,2.026
4775.912,414,2.021,2.026
4776.132,415,2.026,2.021
4776.352,414,2.021,2.021
4776.572,412,2.012,2.021
4776.792,415,2.026,2.012
4777.012,412,2.012,2.012
4777.232,409,1.997,2.026
4777.452,461,2.251,2.012
4777.672,421,2.056,2.007
4777.892,410,2.002,2.007
4778.112,411,2.007,2.007
4778.332,408,1.992,2.007
4778.552,411,2.007,2.007
4778.772,411,2.007,1.992
4778.992,403,1.968,1.987
4779.212,407,1.987,1.987
4779.432,407,1.987,1.987
4779.652,426,2.08,2.026
4779.872,460,2.246,2.026
4780.092,415,2.026,2.026
4780.312,402,1.963,1.987
4780.532,407,1.987,1.982
4780.752,406,1.982,1.982
4780.972,402,1.963,1.982
4781.192,408,1.992,1.978
4781.412,405,1.978,1.978
4781.632,403,1.968,1.987
4781.852,407,1.987,1.978
4782.072,458,2.236,1.987
4782.292,405,1.978,1.992
4782.512,408,1.992,1.992
4782.732,408,1.992,1.987
4782.952,407,1.987,1.987
4783.172,407,1.987,1.987
4783.392,404,1.973,1.982
4783.612,406,1.982,1.982
4783.832,406,1.982,1.982
4784.052,450,2.197,2.012
4784.272,413,2.017,2.012
4784.492,412,2.012,2.012
4784.712,403,1.968,1.987
4784.932,407,1.987,1.982
4785.152,406,1.982,1.982
4785.372,401,1.958,1.982
4785.592,406,1.982,1.982
4785.812,407,1.987,1.982
