Time (s),Raw ADC,Voltage (V),Voltage_Filtered
3853.672,373,1.821,1.821
3853.892,379,1.851,1.826
3854.112,377,1.841,1.841
3854.332,374,1.826,1.846
3854.552,379,1.851,1.841
3854.772,378,1.846,1.846
3854.992,375,1.831,1.846
3855.212,378,1.846,1.846
3855.432,426,2.08,1.846
3855.652,377,1.841,1.846
3855.872,379,1.851,1.846
3856.092,377,1.841,1.846
3856.312,378,1.846,1.846
3856.532,378,1.846,1.846
3856.752,439,2.144,1.851
3856.972,380,1.855,1.851
3857.192,379,1.851,1.851
3857.412,375,1.831,1.851
3857.632,379,1.851,1.851
3857.852,410,2.002,1.851
3858.072,382,1.865,1.851
3858.292,379,1.851,1.851
3858.512,378,1.846,1.846
3858.732,373,1.821,1.846
3858.952,375,1.831,1.831
3859.172,439,2.144,1.831
3859.392,372,1.816,1.846
3859.612,379,1.851,1.846
3859.832,378,1.846,1.846
3860.052,373,1.821,1.846
3860.272,378,1.846,1.846
3860.492,392,1.914,1.846
3860.712,375,1.831,1.846
3860.932,379,1.851,1.836
3861.152,376,1.836,1.836
3861.372,376,1.836,1.851
3861.592,439,2.144,1.846
3861.812,379,1.851,1.846
3862.032,378,1.846,1.846
3862.252,375,1.831,1.836
3862.472,376,1.836,1.836
3862.692,375,1.831,1.836
3862.912,379,1.851,1.836
3863.132,376,1.836,1.846
3863.352,379,1.851,1.851
3863.572,378,1.846,1.851
3863.792,435,2.124,1.851
3864.012,380,1.855,1.851
3864.232,379,1.851,1.851
3864.452,374,1.826,1.846
3864.672,378,1.846,1.846
3864.892,377,1.841,1.846
3865.112,386,1.885,1.846
3865.332,380,1.855,1.846
3865.552,378,1.846,1.846
3865.772,373,1.821,1.846
3865.992,378,1.846,1.846
3866.212,422,2.061,1.846
3866.432,374,1.826,1.846
3866.652,379,1.851,1.846
3866.872,378,1.846,1.846
3867.092,375,1.831,1.846
3867.312,378,1.846,1.846
3867.532,421,2.056,1.846
3867.752,377,1.841,1.846
3867.972,379,1.851,1.846
3868.192,376,1.836,1.841
3868.412,378,1.846,1.846
3868.632,375,1.831,1.836
3868.852,438,2.139,1.846
3869.072,376,1.836,1.836
3869.292,379,1.851,1.846
3869.512,375,1.831,1.846
3869.732,378,1.846,1.846
3869.952,378,1.846,1.846
3870.172,396,1.934,1.846
3870.392,376,1.836,1.846
3870.612,379,1.851,1.846
3870.832,373,1.821,1.836
3871.052,378,1.846,1.826
3871.272,374,1.826,1.826
3871.492,369,1.802,1.846
3871.712,379,1.851,1.826
3871.932,378,1.846,1.846
3872.152,374,1.826,1.846
3872.372,379,1.851,1.841
3872.592,377,1.841,1.841
3872.812,375,1.831,1.841
3873.032,379,1.851,1.841
3873.252,377,1.841,1.831
3873.472,373,1.821,1.831
3873.692,375,1.831,1.831
3873.912,373,1.821,1.831
3874.132,377,1.841,1.831
3874.352,375,1.831,1.831
3874.572,372,1.816,1.841
3874.792,379,1.851,1.846
3875.012,378,1.846,1.851
3875.232,402,1.963,1.851
3875.452,385,1.88,1.851
3875.672,379,1.851,1.851
3875.892,375,1.831,1.851
3876.112,379,1.851,1.846
3876.332,378,1.846,1.846
3876.552,373,1.821,1.851
3876.772,435,2.124,1.846
3876.992,383,1.87,1.851
3877.212,372,1.816,1.851
3877.432,379,1.851,1.841
3877.652,377,1.841,1.841
3877.872,373,1.821,1.846
3878.092,378,1.846,1.841
3878.312,435,2.124,1.846
3878.532,375,1.831,1.846
3878.752,383,1.87,1.841
3878.972,377,1.841,1.841
3879.192,376,1.836,1.841
3879.412,382,1.865,1.841
3879.632,377,1.841,1.86
3879.852,381,1.86,1.86
3880.072,385,1.88,1.86
3880.292,380,1.855,1.865
3880.512,383,1.87,1.865
3880.732,382,1.865,1.865
3880.952,379,1.851,1.865
3881.172,382,1.865,1.865
3881.392,441,2.153,1.865
3881.612,381,1.86,1.865
3881.832,383,1.87,1.865
3882.052,382,1.865,1.865
3882.272,377,1.841,1.865
3882.492,382,1.865,1.86
3882.712,381,1.86,1.86
3882.932,376,1.836,1.865
3883.152,386,1.885,1.86
3883.372,382,1.865,1.865
3883.592,377,1.841,1.865
3883.812,382,1.865,1.86
3884.032,381,1.86,1.86
3884.252,379,1.851,1.865
3884.472,429,2.095,1.86
3884.692,391,1.909,1.865
3884.912,380,1.855,1.865
3885.132,382,1.865,1.86
3885.352,380,1.855,1.86
3885.572,381,1.86,1.86
3885.792,381,1.86,1.86
3886.012,426,2.08,1.865
3886.232,387,1.89,1.865
3886.452,382,1.865,1.865
3886.672,379,1.851,1.865
3886.892,382,1.865,1.86
3887.112,381,1.86,1.86
3887.332,377,1.841,1.865
3887.552,431,2.104,1.86
