Time (s),Raw ADC,Voltage (V),Voltage_Filtered
5073.352,495,2.417,2.417
5073.572,504,2.461,2.422
5073.792,498,2.432,2.432
5074.012,496,2.422,2.432
5074.232,498,2.432,2.432
5074.452,497,2.427,2.432
5074.672,498,2.432,2.432
5074.892,535,2.612,2.437
5075.112,520,2.539,2.437
5075.332,499,2.437,2.437
5075.552,499,2.437,2.437
5075.772,493,2.407,2.437
5075.992,499,2.437,2.432
5076.212,498,2.432,2.432
5076.432,494,2.412,2.437
5076.652,559,2.729,2.432
5076.872,500,2.441,2.437
5077.092,494,2.412,2.437
5077.312,499,2.437,2.432
5077.532,498,2.432,2.432
5077.752,493,2.407,2.432
5077.972,498,2.432,2.432
5078.192,555,2.71,2.432
5078.412,494,2.412,2.432
5078.632,499,2.437,2.432
5078.852,498,2.432,2.417
5079.072,495,2.417,2.432
5079.292,495,2.417,2.422
5079.512,546,2.666,2.422
5079.732,496,2.422,2.422
5079.952,499,2.437,2.432
5080.172,496,2.422,2.432
5080.392,498,2.432,2.432
5080.612,499,2.437,2.432
5080.832,495,2.417,2.437
5081.052,517,2.524,2.437
5081.272,499,2.437,2.437
5081.492,496,2.422,2.437
5081.712,499,2.437,2.422
5081.932,495,2.417,2.422
5082.152,494,2.412,2.437
5082.372,541,2.642,2.417
5082.592,514,2.51,2.437
5082.812,494,2.412,2.437
5083.032,499,2.437,2.432
5083.252,498,2.432,2.432
5083.472,493,2.407,2.432
5083.692,498,2.432,2.432
5083.912,536,2.617,2.432
5084.132,490,2.393,2.432
5084.352,499,2.437,2.432
5084.572,498,2.432,2.432
5084.792,495,2.417,2.432
5085.012,498,2.432,2.427
5085.232,496,2.422,2.427
5085.452,497,2.427,2.432
5085.672,527,2.573,2.432
5085.892,498,2.432,2.432
5086.112,498,2.432,2.432
5086.332,499,2.437,2.432
5086.552,496,2.422,2.432
5086.772,498,2.432,2.437
5086.992,518,2.529,2.437
5087.212,524,2.559,2.437
5087.432,499,2.437,2.437
5087.652,499,2.437,2.437
5087.872,492,2.402,2.437
5088.092,499,2.437,2.437
5088.312,498,2.432,2.437
5088.532,545,2.661,2.437
5088.752,501,2.446,2.432
5088.972,498,2.432,2.437
5089.192,493,2.407,2.432
5089.412,499,2.437,2.432
5089.632,498,2.432,2.432
5089.852,494,2.412,2.432
5090.072,520,2.539,2.432
5090.292,498,2.432,2.432
5090.512,496,2.422,2.432
5090.732,498,2.432,2.427
5090.952,497,2.427,2.427
5091.172,497,2.427,2.432
5091.392,551,2.69,2.432
5091.612,503,2.456,2.437
5091.832,498,2.432,2.437
5092.052,499,2.437,2.432
5092.272,493,2.407,2.432
5092.492,498,2.432,2.437
5092.712,519,2.534,2.441
5092.932,518,2.529,2.441
5093.152,500,2.441,2.441
5093.372,495,2.417,2.437
5093.592,494,2.412,2.432
5093.812,499,2.437,2.417
5094.032,498,2.432,2.432
5094.252,489,2.388,2.432
5094.472,519,2.534,2.417
5094.692,495,2.417,2.417
5094.912,490,2.393,2.417
5095.132,495,2.417,2.412
5095.352,494,2.412,2.412
5095.572,491,2.397,2.417
5095.792,495,2.417,2.412
5096.012,555,2.71,2.417
5096.232,492,2.402,2.417
5096.452,495,2.417,2.412
5096.672,493,2.407,2.412
5096.892,494,2.412,2.417
5097.112,495,2.417,2.412
5097.332,534,2.607,2.417
5097.552,494,2.412,2.417
5097.772,496,2.422,2.417
5097.992,493,2.407,2.412
5098.212,495,2.417,2.412
5098.432,494,2.412,2.412
5098.652,491,2.397,2.417
5098.872,555,2.71,2.412
5099.092,498,2.432,2.417
5099.312,491,2.397,2.417
5099.532,495,2.417,2.412
5099.752,494,2.412,2.412
5099.972,488,2.383,2.417
5100.192,495,2.417,2.412
5100.412,555,2.71,2.417
5100.632,489,2.388,2.417
5100.852,495,2.417,2.412
5101.072,494,2.412,2.412
5101.292,491,2.397,2.417
5101.512,495,2.417,2.412
5101.732,527,2.573,2.417
5101.952,492,2.402,2.417
5102.172,496,2.422,2.412
5102.392,494,2.412,2.412
5102.612,493,2.407,2.412
5102.832,495,2.417,2.412
5103.052,492,2.402,2.417
5103.272,495,2.417,2.417
5103.492,502,2.451,2.417
5103.712,493,2.407,2.417
5103.932,495,2.417,2.417
5104.152,495,2.417,2.417
5104.372,491,2.397,2.417
5104.592,495,2.417,2.417
5104.812,553,2.7,2.417
5105.032,495,2.417,2.417
5105.252,495,2.417,2.417
5105.472,494,2.412,2.417
5105.692,489,2.388,2.417
5105.912,498,2.432,2.412
5106.132,541,2.642,2.417
5106.352,490,2.393,2.417
5106.572,495,2.417,2.412
5106.792,494,2.412,2.412
5107.012,491,2.397,2.412
5107.232,494,2.412,2.412
5107.452,494,2.412,2.412
5107.672,492,2.402,2.412
5107.892,496,2.422,2.412
5108.112,494,2.412,2.412
5108.332,493,2.407,2.412
5108.552,494,2.412,2.412
5108.772,492,2.402,2.412
5108.992,494,2.412,2.412
5109.212,545,2.661,2.417
5109.432,501,2.446,2.417
5109.652,495,2.417,2.417
5109.872,494,2.412,2.417
5110.092,491,2.397,2.412
5110.312,495,2.417,2.412
5110.532,494,2.412,2.412
5110.752,489,2.388,2.417
5110.972,553,2.7,2.412
5111.192,497,2.427,2.417
5111.412,489,2.388,2.417
5111.632,495,2.417,2.412
5111.852,494,2.412,2.412
5112.072,490,2.393,2.412
5112.292,494,2.412,2.412
5112.512,512,2.5,2.412
5112.732,491,2.397,2.412
5112.952,496,2.422,2.407
5113.172,493,2.407,2.407
5113.392,492,2.402,2.407
5113.612,494,2.412,2.407
5113.832,493,2.407,2.407
5114.052,493,2.407,2.412
5114.272,551,2.69,2.422
