Time (s),Raw ADC,Voltage (V),Voltage_Filtered
3587.472,309,1.509,1.509
3587.692,311,1.519,1.519
3587.912,338,1.65,1.519
3588.132,311,1.519,1.523
3588.352,313,1.528,1.523
3588.572,312,1.523,1.523
3588.792,310,1.514,1.528
3589.012,316,1.543,1.538
3589.232,315,1.538,1.543
3589.452,334,1.631,1.548
3589.672,337,1.646,1.548
3589.892,317,1.548,1.548
3590.112,309,1.509,1.523
3590.332,312,1.523,1.519
3590.552,311,1.519,1.519
3590.772,307,1.499,1.523
3590.992,316,1.543,1.523
3591.212,313,1.528,1.528
3591.432,312,1.523,1.543
3591.652,319,1.558,1.533
3591.872,316,1.543,1.543
3592.092,314,1.533,1.543
3592.312,316,1.543,1.538
3592.532,311,1.519,1.533
3592.752,315,1.538,1.538
3592.972,312,1.523,1.538
3593.192,337,1.646,1.553
3593.412,341,1.665,1.553
3593.632,318,1.553,1.553
3593.852,313,1.528,1.543
3594.072,316,1.543,1.543
3594.292,316,1.543,1.528
3594.512,311,1.519,1.523
3594.732,312,1.523,1.523
3594.952,311,1.519,1.523
3595.172,369,1.802,1.538
3595.392,318,1.553,1.538
3595.612,315,1.538,1.538
3595.832,306,1.494,1.533
3596.052,312,1.523,1.523
3596.272,314,1.533,1.523
3596.492,308,1.504,1.533
3596.712,352,1.719,1.533
3596.932,335,1.636,1.523
3597.152,309,1.509,1.523
3597.372,312,1.523,1.514
3597.592,310,1.514,1.514
3597.812,310,1.514,1.514
3598.032,311,1.519,1.514
3598.252,309,1.509,1.519
3598.472,312,1.523,1.523
3598.692,367,1.792,1.528
3598.912,317,1.548,1.528
3599.132,313,1.528,1.528
3599.352,312,1.523,1.523
3599.572,308,1.504,1.504
3599.792,308,1.504,1.504
3600.012,307,1.499,1.504
3600.232,303,1.479,1.504
3600.452,325,1.587,1.499
3600.672,363,1.772,1.509
3600.892,301,1.47,1.509
3601.112,309,1.509,1.499
3601.332,306,1.494,1.494
3601.552,307,1.499,1.499
3601.772,306,1.494,1.494
3601.992,309,1.509,1.494
3602.212,302,1.475,1.494
3602.432,306,1.494,1.484
3602.652,303,1.479,1.484
3602.872,304,1.484,1.494
3603.092,313,1.528,1.494
3603.312,306,1.494,1.494
3603.532,309,1.509,1.499
3603.752,305,1.489,1.499
3603.972,307,1.499,1.509
3604.192,310,1.514,1.499
3604.412,310,1.514,1.514
3604.632,306,1.494,1.514
3604.852,311,1.519,1.519
3605.072,334,1.631,1.538
3605.292,369,1.802,1.538
3605.512,315,1.538,1.538
3605.732,307,1.499,1.519
3605.952,304,1.484,1.519
3606.172,311,1.519,1.499
3606.392,311,1.519,1.514
3606.612,306,1.494,1.514
3606.832,310,1.514,1.494
3607.052,304,1.484,1.494
3607.272,302,1.475,1.499
3607.492,312,1.523,1.499
3607.712,307,1.499,1.523
3607.932,317,1.548,1.538
3608.152,315,1.538,1.538
3608.372,317,1.548,1.548
3608.592,307,1.499,1.538
3608.812,349,1.704,1.523
3609.032,308,1.504,1.523
3609.252,312,1.523,1.523
3609.472,312,1.523,1.519
3609.692,308,1.504,1.519
3609.912,311,1.519,1.519
3610.132,311,1.519,1.519
3610.352,306,1.494,1.519
3610.572,356,1.738,1.519
3610.792,352,1.719,1.528
3611.012,305,1.489,1.528
3611.232,313,1.528,1.523
3611.452,312,1.523,1.519
3611.672,307,1.499,1.519
3611.892,311,1.519,1.514
3612.112,310,1.514,1.514
3612.332,308,1.504,1.514
3612.552,311,1.519,1.514
3612.772,309,1.509,1.514
3612.992,310,1.514,1.519
3613.212,320,1.562,1.519
3613.432,311,1.519,1.519
3613.652,311,1.519,1.519
3613.872,311,1.519,1.519
3614.092,309,1.509,1.519
3614.312,312,1.523,1.519
3614.532,311,1.519,1.519
3614.752,308,1.504,1.523
3614.972,354,1.729,1.519
3615.192,373,1.821,1.523
3615.412,311,1.519,1.523
3615.632,312,1.523,1.519
3615.852,311,1.519,1.519
3616.072,305,1.489,1.519
3616.292,312,1.523,1.514
3616.512,310,1.514,1.514
3616.732,307,1.499,1.519
3616.952,311,1.519,1.514
3617.172,356,1.738,1.519
3617.392,308,1.504,1.519
