Time (s),Raw ADC,Voltage (V),Voltage_Filtered
3297.512,439,2.144,2.109
3297.732,432,2.109,2.139
3297.952,506,2.471,2.139
3298.172,438,2.139,2.124
3298.392,432,2.109,2.139
3298.612,435,2.124,2.124
3298.832,438,2.139,2.124
3299.052,432,2.109,2.139
3299.272,439,2.144,2.139
3299.492,485,2.368,2.144
3299.712,433,2.114,2.144
3299.932,439,2.144,2.134
3300.152,437,2.134,2.134
3300.372,434,2.119,2.134
3300.592,438,2.139,2.129
3300.812,436,2.129,2.129
3301.032,436,2.129,2.134
3301.252,440,2.148,2.134
3301.472,437,2.134,2.134
3301.692,437,2.134,2.134
3301.912,438,2.139,2.134
3302.132,436,2.129,2.139
3302.352,438,2.139,2.139
3302.572,460,2.246,2.139
3302.792,437,2.134,2.139
3303.012,439,2.144,2.139
3303.232,438,2.139,2.139
3303.452,435,2.124,2.139
3303.672,439,2.144,2.139
3303.892,438,2.139,2.144
3304.112,467,2.28,2.144
3304.332,440,2.148,2.139
3304.552,438,2.139,2.139
3304.772,432,2.109,2.139
3304.992,438,2.139,2.134
3305.212,437,2.134,2.134
3305.432,433,2.114,2.139
3305.652,441,2.153,2.134
3305.872,438,2.139,2.139
3306.092,435,2.124,2.139
3306.312,438,2.139,2.134
3306.532,437,2.134,2.134
3306.752,436,2.129,2.139
3306.972,454,2.217,2.134
3307.192,438,2.139,2.139
3307.412,437,2.134,2.139
3307.632,438,2.139,2.139
3307.852,436,2.129,2.139
3308.072,438,2.139,2.139
3308.292,483,2.358,2.144
3308.512,446,2.178,2.144
3308.732,439,2.144,2.144
3308.952,438,2.139,2.139
3309.172,435,2.124,2.124
