Time (s),Raw ADC,Voltage (V),Voltage_Filtered
5557.572,602,2.939,2.876
5557.792,589,2.876,2.9
5558.012,595,2.905,2.9
5558.232,594,2.9,2.9
5558.452,590,2.881,2.9
5558.672,594,2.9,2.9
5558.892,643,3.14,2.9
5559.112,592,2.891,2.9
5559.332,595,2.905,2.9
5559.552,593,2.896,2.9
5559.772,594,2.9,2.9
5559.992,594,2.9,2.9
5560.212,593,2.896,2.9
5560.432,594,2.9,2.9
5560.652,603,2.944,2.9
5560.872,593,2.896,2.9
5561.092,595,2.905,2.9
5561.312,594,2.9,2.9
5561.532,591,2.886,2.9
5561.752,594,2.9,2.9
5561.972,649,3.169,2.905
5562.192,599,2.925,2.905
5562.412,595,2.905,2.905
5562.632,594,2.9,2.905
5562.852,588,2.871,2.9
5563.072,595,2.905,2.9
5563.292,594,2.9,2.9
5563.512,590,2.881,2.905
5563.732,659,3.218,2.9
5563.952,597,2.915,2.905
5564.172,590,2.881,2.905
5564.392,595,2.905,2.896
5564.612,593,2.896,2.896
5564.832,592,2.891,2.9
5565.052,594,2.9,2.9
5565.272,640,3.125,2.9
5565.492,594,2.9,2.9
5565.712,595,2.905,2.905
5565.932,593,2.896,2.9
5566.152,595,2.905,2.9
5566.372,594,2.9,2.9
5566.592,592,2.891,2.905
5566.812,655,3.198,2.9
5567.032,598,2.92,2.905
5567.252,591,2.886,2.905
5567.472,595,2.905,2.905
5567.692,595,2.905,2.905
5567.912,589,2.876,2.905
5568.132,595,2.905,2.905
5568.352,658,3.213,2.905
5568.572,589,2.876,2.905
5568.792,595,2.905,2.9
5569.012,594,2.9,2.9
5569.232,590,2.881,2.9
5569.452,595,2.905,2.896
5569.672,593,2.896,2.896
5569.892,591,2.886,2.9
5570.112,598,2.92,2.896
5570.332,594,2.9,2.9
5570.552,592,2.891,2.9
5570.772,596,2.91,2.9
5570.992,593,2.896,2.9
5571.212,594,2.9,2.91
5571.432,649,3.169,2.91
5571.652,602,2.939,2.91
5571.872,596,2.91,2.91
5572.092,595,2.905,2.905
5572.312,591,2.886,2.905
5572.532,595,2.905,2.9
5572.752,594,2.9,2.9
5572.972,590,2.881,2.905
5573.192,659,3.218,2.9
5573.412,597,2.915,2.905
5573.632,590,2.881,2.905
5573.852,595,2.905,2.9
5574.072,594,2.9,2.9
5574.292,589,2.876,2.905
5574.512,595,2.905,2.9
5574.732,658,3.213,2.905
5574.952,590,2.881,2.905
5575.172,595,2.905,2.896
5575.392,593,2.896,2.896
5575.612,591,2.886,2.896
5575.832,595,2.905,2.896
5576.052,593,2.896,2.896
5576.272,593,2.896,2.896
5576.492,598,2.92,2.896
5576.712,593,2.896,2.905
5576.932,595,2.905,2.905
5577.152,595,2.905,2.905
5577.372,592,2.891,2.905
5577.592,595,2.905,2.905
5577.812,658,3.213,2.905
5578.032,594,2.9,2.905
5578.252,595,2.905,2.9
5578.472,594,2.9,2.9
5578.692,590,2.881,2.9
5578.912,595,2.905,2.9
5579.132,594,2.9,2.905
5579.352,656,3.203,2.905
5579.572,596,2.91,2.905
5579.792,595,2.905,2.905
5580.012,589,2.876,2.905
5580.232,595,2.905,2.9
5580.452,594,2.9,2.9
5580.672,590,2.881,2.9
5580.892,601,2.935,2.9
5581.112,594,2.9,2.9
5581.332,592,2.891,2.9
5581.552,595,2.905,2.896
5581.772,593,2.896,2.896
5581.992,593,2.896,2.9
5582.212,617,3.013,2.9
5582.432,594,2.9,2.9
5582.652,594,2.9,2.9
5582.872,595,2.905,2.9
5583.092,592,2.891,2.905
5583.312,595,2.905,2.905
5583.532,625,3.052,2.91
5583.752,614,2.998,2.91
5583.972,596,2.91,2.91
5584.192,595,2.905,2.905
5584.412,590,2.881,2.905
5584.632,595,2.905,2.905
5584.852,594,2.9,2.905
5585.072,643,3.14,2.905
5585.292,600,2.93,2.905
5585.512,595,2.905,2.91
5585.732,589,2.876,2.905
5585.952,596,2.91,2.9
5586.172,594,2.9,2.9
5586.392,590,2.881,2.91
5586.612,652,3.184,2.9
5586.832,599,2.925,2.905
5587.052,592,2.891,2.905
5587.272,595,2.905,2.896
5587.492,593,2.896,2.896
5587.712,593,2.896,2.9
5587.932,594,2.9,2.9
5588.152,613,2.993,2.9
5588.372,594,2.9,2.9
5588.592,596,2.91,2.905
5588.812,592,2.891,2.905
5589.032,595,2.905,2.905
5589.252,595,2.905,2.905
5589.472,590,2.881,2.905
5589.692,595,2.905,2.905
5589.912,636,3.105,2.915
5590.132,612,2.988,2.915
5590.352,597,2.915,2.915
5590.572,595,2.905,2.905
5590.792,588,2.871,2.905
5591.012,595,2.905,2.9
5591.232,594,2.9,2.9
5591.452,589,2.876,2.905
5591.672,603,2.944,2.9
5591.892,595,2.905,2.9
5592.112,590,2.881,2.9
5592.332,594,2.9,2.896
5592.552,593,2.896,2.896
5592.772,593,2.896,2.9
5592.992,641,3.13,2.9
5593.212,604,2.949,2.905
5593.432,594,2.9,2.905
5593.652,595,2.905,2.905
5593.872,592,2.891,2.9
5594.092,595,2.905,2.905
5594.312,594,2.9,2.905
5594.532,651,3.179,2.905
5594.752,598,2.92,2.905
5594.972,595,2.905,2.905
5595.192,592,2.891,2.9
5595.412,594,2.9,2.9
5595.632,594,2.9,2.9
5595.852,589,2.876,2.9
5596.072,660,3.223,2.9
5596.292,596,2.91,2.905
5596.512,588,2.871,2.905
5596.732,595,2.905,2.9
5596.952,594,2.9,2.9
5597.172,589,2.876,2.9
5597.392,594,2.9,2.9
5597.612,658,3.213,2.9
5597.832,591,2.886,2.9
5598.052,595,2.905,2.896
