Time (s),Raw ADC,Voltage (V),Voltage_Filtered
4529.732,353,1.724,1.709
4529.952,354,1.729,1.724
4530.172,350,1.709,1.724
4530.392,354,1.729,1.724
4530.612,353,1.724,1.724
4530.832,349,1.704,1.724
4531.052,353,1.724,1.724
4531.272,353,1.724,1.724
4531.492,349,1.704,1.724
4531.712,353,1.724,1.724
4531.932,353,1.724,1.724
4532.152,350,1.709,1.724
4532.372,354,1.729,1.724
4532.592,353,1.724,1.724
4532.812,351,1.714,1.724
4533.032,354,1.729,1.724
4533.252,353,1.724,1.724
4533.472,353,1.724,1.729
4533.692,355,1.733,1.729
4533.912,354,1.729,1.733
4534.132,356,1.738,1.733
4534.352,357,1.743,1.738
4534.572,355,1.733,1.743
4534.792,359,1.753,1.748
4535.012,362,1.768,1.753
4535.232,358,1.748,1.763
4535.452,361,1.763,1.763
4535.672,361,1.763,1.763
4535.892,349,1.704,1.763
4536.112,367,1.792,1.763
4536.332,373,1.821,1.792
4536.552,350,1.709,1.821
4536.772,380,1.855,1.821
4536.992,415,2.026,1.855
4537.212,351,1.714,2.002
4537.432,415,2.026,2.002
4537.652,410,2.002,1.987
4537.872,353,1.724,2.002
4538.092,407,1.987,2.002
4538.312,410,2.002,2.002
4538.532,424,2.07,2.002
4538.752,419,2.046,2.026
4538.972,410,2.002,2.026
4539.192,415,2.026,2.007
4539.412,411,2.007,2.002
4539.632,402,1.963,1.978
4539.852,405,1.978,1.963
4540.072,390,1.904,1.904
4540.292,349,1.704,1.831
4540.512,375,1.831,1.719
4540.732,352,1.719,1.719
4540.952,350,1.709,1.719
4541.172,353,1.724,1.719
4541.392,352,1.719,1.719
4541.612,352,1.719,1.719
4541.832,353,1.724,1.719
4542.052,351,1.714,1.724
4542.272,353,1.724,1.724
4542.492,353,1.724,1.724
4542.712,350,1.709,1.724
4542.932,353,1.724,1.724
4543.152,353,1.724,1.709
4543.372,348,1.699,1.724
4543.592,349,1.704,1.704
4543.812,353,1.724,1.704
4544.032,348,1.699,1.704
4544.252,349,1.704,1.704
4544.472,352,1.719,1.704
4544.692,345,1.685,1.704
4544.912,349,1.704,1.704
4545.132,349,1.704,1.704
4545.352,347,1.694,1.704
4545.572,351,1.714,1.704
4545.792,350,1.709,1.709
4546.012,348,1.699,1.714
4546.232,357,1.743,1.743
4546.452,361,1.763,1.763
4546.672,364,1.777,1.777
4546.892,411,2.007,1.938
4547.112,399,1.948,1.938
4547.332,397,1.938,1.938
4547.552,368,1.797,1.797
4547.772,344,1.68,1.704
4547.992,349,1.704,1.699
4548.212,348,1.699,1.699
4548.432,344,1.68,1.699
4548.652,349,1.704,1.699
4548.872,348,1.699,1.699
4549.092,345,1.685,1.699
4549.312,349,1.704,1.699
4549.532,348,1.699,1.699
4549.752,347,1.694,1.704
4549.972,349,1.704,1.704
4550.192,355,1.733,1.733
4550.412,356,1.738,1.733
4550.632,357,1.743,1.738
4550.852,355,1.733,1.743
4551.072,357,1.743,1.743
4551.292,357,1.743,1.743
4551.512,354,1.729,1.743
4551.732,358,1.748,1.743
4551.952,357,1.743,1.729
4552.172,352,1.719,1.743
4552.392,354,1.729,1.729
4552.612,357,1.743,1.729
4552.832,349,1.704,1.729
4553.052,354,1.729,1.729
4553.272,354,1.729,1.729
4553.492,350,1.709,1.729
4553.712,355,1.733,1.729
4553.932,354,1.729,1.729
4554.152,351,1.714,1.733
4554.372,356,1.738,1.729
4554.592,356,1.738,1.738
4554.812,353,1.724,1.738
4555.032,360,1.758,1.758
4555.252,363,1.772,1.772
4555.472,366,1.787,1.787
4555.692,377,1.841,1.841
4555.912,412,2.012,1.973
4556.132,414,2.021,1.973
4556.352,404,1.973,1.973
4556.572,387,1.89,1.89
4556.792,372,1.816,1.816
4557.012,352,1.719,1.724
4557.232,349,1.704,1.719
4557.452,353,1.724,1.719
4557.672,352,1.719,1.719
4557.892,350,1.709,1.719
4558.112,353,1.724,1.719
4558.332,352,1.719,1.719
4558.552,352,1.719,1.719
4558.772,353,1.724,1.719
4558.992,351,1.714,1.724
4559.212,354,1.729,1.724
4559.432,353,1.724,1.724
4559.652,352,1.719,1.724
4559.872,353,1.724,1.724
4560.092,353,1.724,1.724
4560.312,350,1.709,1.724
4560.532,353,1.724,1.724
4560.752,353,1.724,1.724
4560.972,348,1.699,1.724
4561.192,353,1.724,1.724
4561.412,353,1.724,1.724
4561.632,349,1.704,1.724
4561.852,354,1.729,1.709
4562.072,350,1.709,1.709
4562.292,347,1.694,1.709
4562.512,351,1.714,1.709
4562.732,350,1.709,1.714
4562.952,352,1.719,1.719
4563.172,356,1.738,1.719
4563.392,352,1.719,1.733
4563.612,355,1.733,1.738
4563.832,364,1.777,1.777
4564.052,372,1.816,1.816
4564.272,384,1.875,1.875
4564.492,409,1.997,1.88
4564.712,389,1.899,1.88
4564.932,385,1.88,1.88
4565.152,348,1.699,1.724
4565.372,348,1.699,1.699
4565.592,353,1.724,1.699
4565.812,348,1.699,1.699
4566.032,346,1.689,1.699
4566.252,349,1.704,1.699
4566.472,348,1.699,1.699
4566.692,347,1.694,1.699
4566.912,349,1.704,1.699
4567.132,348,1.699,1.704
4567.352,349,1.704,1.704
4567.572,349,1.704,1.704
4567.792,347,1.694,1.704
4568.012,349,1.704,1.704
4568.232,349,1.704,1.704
4568.452,346,1.689,1.704
4568.672,349,1.704,1.704
4568.892,349,1.704,1.704
4569.112,345,1.685,1.704
