Time (s),Raw ADC,Voltage (V),Voltage_Filtered
6653.612,604,2.949,2.949
6653.832,619,3.022,2.949
6654.052,607,2.964,2.964
6654.272,602,2.939,2.964
6654.492,608,2.969,2.964
6654.712,606,2.959,2.964
6654.932,607,2.964,2.969
6655.152,666,3.252,2.964
6655.372,621,3.032,2.969
6655.592,605,2.954,2.969
6655.812,608,2.969,2.964
6656.032,606,2.959,2.964
6656.252,607,2.964,2.964
6656.472,607,2.964,2.964
6656.692,677,3.306,2.964
6656.912,609,2.974,2.964
6657.132,607,2.964,2.964
6657.352,606,2.959,2.964
6657.572,607,2.964,2.964
6657.792,607,2.964,2.964
6658.012,630,3.076,2.964
6658.232,620,3.027,2.964
6658.452,607,2.964,2.964
6658.672,602,2.939,2.964
6658.892,607,2.964,2.964
6659.112,607,2.964,2.964
6659.332,602,2.939,2.964
6659.552,647,3.159,2.964
6659.772,608,2.969,2.969
6659.992,603,2.944,2.969
6660.212,608,2.969,2.964
6660.432,607,2.964,2.964
6660.652,604,2.949,2.969
6660.872,664,3.242,2.974
6661.092,619,3.022,2.974
6661.312,609,2.974,2.974
6661.532,607,2.964,2.964
6661.752,605,2.954,2.964
6661.972,607,2.964,2.964
6662.192,610,2.979,2.974
6662.412,647,3.159,2.974
6662.632,609,2.974,2.974
6662.852,607,2.964,2.964
6663.072,606,2.959,2.964
6663.292,607,2.964,2.964
6663.512,606,2.959,2.964
6663.732,669,3.267,2.969
6663.952,610,2.979,2.969
6664.172,608,2.969,2.969
6664.392,603,2.944,2.964
6664.612,607,2.964,2.964
6664.832,607,2.964,2.964
6665.052,604,2.949,2.964
6665.272,623,3.042,2.964
6665.492,610,2.979,2.969
6665.712,602,2.939,2.969
6665.932,608,2.969,2.959
6666.152,606,2.959,2.959
6666.372,603,2.944,2.964
6666.592,637,3.11,2.959
6666.812,607,2.964,2.964
6667.032,606,2.959,2.964
6667.252,607,2.964,2.964
6667.472,605,2.954,2.964
6667.692,610,2.979,2.979
6667.912,677,3.306,2.979
6668.132,610,2.979,2.979
6668.352,608,2.969,2.969
6668.572,608,2.969,2.969
6668.792,605,2.954,2.964
6669.012,607,2.964,2.964
6669.232,607,2.964,2.964
6669.452,636,3.105,2.964
6669.672,609,2.974,2.964
6669.892,607,2.964,2.964
6670.112,602,2.939,2.964
6670.332,607,2.964,2.964
6670.552,607,2.964,2.964
6670.772,601,2.935,2.964
6670.992,609,2.974,2.964
6671.212,607,2.964,2.964
6671.432,602,2.939,2.964
6671.652,607,2.964,2.959
6671.872,606,2.959,2.959
6672.092,604,2.949,2.959
6672.312,621,3.032,2.959
6672.532,606,2.959,2.959
6672.752,605,2.954,2.959
6672.972,607,2.964,2.959
6673.192,605,2.954,2.959
6673.412,606,2.959,2.964
6673.632,642,3.135,2.964
6673.852,607,2.964,2.964
6674.072,609,2.974,2.964
6674.292,607,2.964,2.964
6674.512,604,2.949,2.964
6674.732,607,2.964,2.964
6674.952,676,3.301,2.969
6675.172,608,2.969,2.969
6675.392,608,2.969,2.969
6675.612,607,2.964,2.964
