Time (s),Raw ADC,Voltage (V),Voltage_Filtered
5192.152,512,2.5,2.5
5192.372,520,2.539,2.505
5192.592,517,2.524,2.524
5192.812,513,2.505,2.524
5193.032,517,2.524,2.52
5193.252,516,2.52,2.52
5193.472,514,2.51,2.524
5193.692,519,2.534,2.52
5193.912,517,2.524,2.524
5194.132,515,2.515,2.524
5194.352,517,2.524,2.52
5194.572,515,2.515,2.52
5194.792,516,2.52,2.52
5195.012,519,2.534,2.52
5195.232,516,2.52,2.524
5195.452,517,2.524,2.524
5195.672,517,2.524,2.524
5195.892,514,2.51,2.524
5196.112,549,2.681,2.524
5196.332,519,2.534,2.524
5196.552,514,2.51,2.524
5196.772,517,2.524,2.524
5196.992,517,2.524,2.524
5197.212,512,2.5,2.524
5197.432,567,2.769,2.524
5197.652,521,2.544,2.529
5197.872,511,2.495,2.529
5198.092,518,2.529,2.524
5198.312,517,2.524,2.524
5198.532,512,2.5,2.529
5198.752,557,2.72,2.524
5198.972,528,2.578,2.534
5199.192,514,2.51,2.534
5199.412,519,2.534,2.52
5199.632,516,2.52,2.52
5199.852,515,2.515,2.524
5200.072,517,2.524,2.52
5200.292,539,2.632,2.524
5200.512,516,2.52,2.524
5200.732,518,2.529,2.524
5200.952,515,2.515,2.524
5201.172,517,2.524,2.529
5201.392,542,2.646,2.529
5201.612,524,2.559,2.529
5201.832,518,2.529,2.529
5202.052,517,2.524,2.529
5202.272,514,2.51,2.529
5202.492,518,2.529,2.524
5202.712,564,2.754,2.529
5202.932,516,2.52,2.529
5203.152,518,2.529,2.524
5203.372,517,2.524,2.524
5203.592,511,2.495,2.529
5203.812,518,2.529,2.524
5204.032,572,2.793,2.529
5204.252,512,2.5,2.529
5204.472,518,2.529,2.524
5204.692,517,2.524,2.524
5204.912,513,2.505,2.529
5205.132,558,2.725,2.524
5205.352,520,2.539,2.529
5205.572,515,2.515,2.529
5205.792,518,2.529,2.52
5206.012,515,2.515,2.52
5206.232,516,2.52,2.524
5206.452,572,2.793,2.524
5206.672,517,2.524,2.524
5206.892,517,2.524,2.524
5207.112,517,2.524,2.524
5207.332,514,2.51,2.524
5207.552,549,2.681,2.524
5207.772,525,2.563,2.529
5207.992,514,2.51,2.529
5208.212,518,2.529,2.524
5208.432,517,2.524,2.524
5208.652,513,2.505,2.529
5208.872,568,2.773,2.524
5209.092,520,2.539,2.524
5209.312,512,2.5,2.524
5209.532,517,2.524,2.524
5209.752,517,2.524,2.524
5209.972,512,2.5,2.524
5210.192,527,2.573,2.524
5210.412,517,2.524,2.524
5210.632,513,2.505,2.524
5210.852,518,2.529,2.52
5211.072,516,2.52,2.52
5211.292,514,2.51,2.524
5211.512,524,2.559,2.52
5211.732,517,2.524,2.524
5211.952,515,2.515,2.524
5212.172,517,2.524,2.52
5212.392,515,2.515,2.52
5212.612,516,2.52,2.52
5212.832,521,2.544,2.52
5213.052,516,2.52,2.524
5213.272,518,2.529,2.524
5213.492,517,2.524,2.524
5213.712,514,2.51,2.529
5213.932,574,2.803,2.524
5214.152,519,2.534,2.529
5214.372,514,2.51,2.529
5214.592,518,2.529,2.524
5214.812,517,2.524,2.524
5215.032,512,2.5,2.529
5215.252,528,2.578,2.524
5215.472,518,2.529,2.524
5215.692,512,2.5,2.524
5215.912,517,2.524,2.524
5216.132,517,2.524,2.524
5216.352,512,2.5,2.524
5216.572,519,2.534,2.524
5216.792,517,2.524,2.524
5217.012,513,2.505,2.529
5217.232,518,2.529,2.524
5217.452,568,2.773,2.529
5217.672,515,2.515,2.529
5217.892,518,2.529,2.524
5218.112,516,2.52,2.524
5218.332,517,2.524,2.529
5218.552,539,2.632,2.524
5218.772,526,2.568,2.529
5218.992,517,2.524,2.529
5219.212,518,2.529,2.524
5219.432,515,2.515,2.524
5219.652,517,2.524,2.524
5219.872,533,2.603,2.524
5220.092,515,2.515,2.524
5220.312,518,2.529,2.524
5220.532,517,2.524,2.524
5220.752,513,2.505,2.529
5220.972,569,2.778,2.524
5221.192,519,2.534,2.529
5221.412,512,2.5,2.529
5221.632,518,2.529,2.524
5221.852,517,2.524,2.524
5222.072,512,2.5,2.524
5222.292,529,2.583,2.524
5222.512,517,2.524,2.524
5222.732,513,2.505,2.524
5222.952,517,2.524,2.52
5223.172,516,2.52,2.52
5223.392,514,2.51,2.52
5223.612,521,2.544,2.52
5223.832,516,2.52,2.52
5224.052,516,2.52,2.52
5224.272,517,2.524,2.52
5224.492,515,2.515,2.524
5224.712,517,2.524,2.524
5224.932,518,2.529,2.524
5225.152,516,2.52,2.524
5225.372,518,2.529,2.524
5225.592,517,2.524,2.524
5225.812,514,2.51,2.529
5226.032,531,2.593,2.524
5226.252,518,2.529,2.529
5226.472,515,2.515,2.529
5226.692,518,2.529,2.524
5226.912,517,2.524,2.524
5227.132,512,2.5,2.529
5227.352,573,2.798,2.524
5227.572,519,2.534,2.529
5227.792,511,2.495,2.529
5228.012,518,2.529,2.524
5228.232,517,2.524,2.524
5228.452,513,2.505,2.529
5228.672,563,2.749,2.524
5228.892,523,2.554,2.529
5229.112,514,2.51,2.529
5229.332,518,2.529,2.52
5229.552,516,2.52,2.52
5229.772,515,2.515,2.529
5229.992,544,2.656,2.52
5230.212,533,2.603,2.529
5230.432,516,2.52,2.529
5230.652,518,2.529,2.529
5230.872,515,2.515,2.524
5231.092,518,2.529,2.529
5231.312,517,2.524,2.529
5231.532,567,2.769,2.529
5231.752,520,2.539,2.529
5231.972,518,2.529,2.529
5232.192,514,2.51,2.529
5232.412,518,2.529,2.524
5232.632,517,2.524,2.524
5232.852,512,2.5,2.529
5233.072,570,2.783,2.524
5233.292,521,2.544,2.534
5233.512,512,2.5,2.534
5233.732,519,2.534,2.524
5233.952,517,2.524,2.524
5234.172,513,2.505,2.534
5234.392,550,2.686,2.524
5234.612,531,2.593,2.529
5234.832,514,2.51,2.529
5235.052,518,2.529,2.52
5235.272,516,2.52,2.52
5235.492,515,2.515,2.524
5235.712,517,2.524,2.524
5235.932,567,2.769,2.524
5236.152,517,2.524,2.524
5236.372,518,2.529,2.529
5236.592,515,2.515,2.524
5236.812,518,2.529,2.524
5237.032,517,2.524,2.524
5237.252,514,2.51,2.529
5237.472,540,2.637,2.524
5237.692,519,2.534,2.529
5237.912,514,2.51,2.529
5238.132,518,2.529,2.524
5238.352,517,2.524,2.524
5238.572,512,2.5,2.529
5238.792,559,2.729,2.524
5239.012,530,2.588,2.529
5239.232,512,2.5,2.529
5239.452,518,2.529,2.524
5239.672,517,2.524,2.524
5239.892,514,2.51,2.524
5240.112,517,2.524,2.524
5240.332,555,2.71,2.524
5240.552,514,2.51,2.524
5240.772,518,2.529,2.524
5240.992,517,2.524,2.524
5241.212,516,2.52,2.524
5241.432,517,2.524,2.52
5241.652,515,2.515,2.52
5241.872,516,2.52,2.52
5242.092,524,2.559,2.52
5242.312,516,2.52,2.524
5242.532,518,2.529,2.524
5242.752,517,2.524,2.524
5242.972,514,2.51,2.524
5243.192,517,2.524,2.524
5243.412,539,2.632,2.524
5243.632,515,2.515,2.524
5243.852,518,2.529,2.524
5244.072,517,2.524,2.524
5244.292,513,2.505,2.524
5244.512,517,2.524,2.524
5244.732,558,2.725,2.524
5244.952,512,2.5,2.524
5245.172,519,2.534,2.524
5245.392,517,2.524,2.524
5245.612,512,2.5,2.524
5245.832,518,2.529,2.52
5246.052,516,2.52,2.52
5246.272,514,2.51,2.52
5246.492,519,2.534,2.52
5246.712,516,2.52,2.52
5246.932,515,2.515,2.52
5247.152,517,2.524,2.52
5247.372,515,2.515,2.52
5247.592,516,2.52,2.52
5247.812,532,2.598,2.52
5248.032,516,2.52,2.524
5248.252,518,2.529,2.524
5248.472,517,2.524,2.524
5248.692,514,2.51,2.524
5248.912,517,2.524,2.524
5249.132,555,2.71,2.534
5249.352,529,2.583,2.534
5249.572,519,2.534,2.534
5249.792,518,2.529,2.529
5250.012,512,2.5,2.529
5250.232,518,2.529,2.524
5250.452,517,2.524,2.524
5250.672,512,2.5,2.529
5250.892,539,2.632,2.524
5251.112,518,2.529,2.529
5251.332,513,2.505,2.529
5251.552,518,2.529,2.52
5251.772,516,2.52,2.52
