Time (s),Raw ADC,Voltage (V),Voltage_Filtered
3459.872,414,2.021,1.743
3460.092,362,1.768,1.753
3460.312,357,1.743,1.753
3460.532,359,1.753,1.753
3460.752,354,1.729,1.743
3460.972,360,1.758,1.738
3461.192,356,1.738,1.738
3461.412,353,1.724,1.758
3461.632,423,2.065,1.738
3461.852,367,1.792,1.758
3462.072,354,1.729,1.758
3462.292,360,1.758,1.753
3462.512,359,1.753,1.753
3462.732,356,1.738,1.753
3462.952,360,1.758,1.748
3463.172,358,1.748,1.748
3463.392,357,1.743,1.758
3463.612,373,1.821,1.748
3463.832,360,1.758,1.758
3464.052,358,1.748,1.758
3464.272,360,1.758,1.758
3464.492,358,1.748,1.753
3464.712,360,1.758,1.758
3464.932,359,1.753,1.758
3465.152,392,1.914,1.763
3465.372,374,1.826,1.763
3465.592,361,1.763,1.763
3465.812,356,1.738,1.758
3466.032,360,1.758,1.753
3466.252,359,1.753,1.753
3466.472,354,1.729,1.758
3466.692,360,1.758,1.753
3466.912,422,2.061,1.758
3467.132,354,1.729,1.758
3467.352,361,1.763,1.753
3467.572,359,1.753,1.753
3467.792,356,1.738,1.753
3468.012,360,1.758,1.748
3468.232,358,1.748,1.748
3468.452,356,1.738,1.758
3468.672,403,1.968,1.748
3468.892,384,1.875,1.758
3469.112,358,1.748,1.758
3469.332,360,1.758,1.753
3469.552,358,1.748,1.753
3469.772,359,1.753,1.753
3469.992,360,1.758,1.753
3470.212,354,1.729,1.753
3470.432,359,1.753,1.758
3470.652,427,2.085,1.753
3470.872,360,1.758,1.753
3471.092,357,1.743,1.743
3471.312,357,1.743,1.743
3471.532,355,1.733,1.738
3471.752,356,1.738,1.738
3471.972,356,1.738,1.738
3472.192,353,1.724,1.738
3472.412,420,2.051,1.738
3472.632,362,1.768,1.738
3472.852,354,1.729,1.748
3473.072,356,1.738,1.738
3473.292,358,1.748,1.738
3473.512,352,1.719,1.738
3473.732,356,1.738,1.738
3473.952,357,1.743,1.738
3474.172,353,1.724,1.738
3474.392,363,1.772,1.733
3474.612,355,1.733,1.733
3474.832,354,1.729,1.733
3475.052,356,1.738,1.733
3475.272,355,1.733,1.733
3475.492,360,1.758,1.738
3475.712,355,1.733,1.758
3475.932,394,1.924,1.758
3476.152,370,1.807,1.743
3476.372,357,1.743,1.743
3476.592,355,1.733,1.738
3476.812,356,1.738,1.733
3477.032,355,1.733,1.733
3477.252,351,1.714,1.738
3477.472,356,1.738,1.733
3477.692,412,2.012,1.738
3477.912,350,1.709,1.738
3478.132,357,1.743,1.733
3478.352,355,1.733,1.733
3478.572,351,1.714,1.733
3478.792,356,1.738,1.733
3479.012,355,1.733,1.733
3479.232,352,1.719,1.738
3479.452,405,1.978,1.733
3479.672,372,1.816,1.738
3479.892,354,1.729,1.738
3480.112,356,1.738,1.733
3480.332,354,1.729,1.733
3480.552,355,1.733,1.733
3480.772,355,1.733,1.733
3480.992,352,1.719,1.733
3481.212,419,2.046,1.733
3481.432,361,1.763,1.738
3481.652,353,1.724,1.738
3481.872,356,1.738,1.733
3482.092,355,1.733,1.733
3482.312,351,1.714,1.733
3482.532,356,1.738,1.733
3482.752,355,1.733,1.738
3482.972,402,1.963,1.738
3483.192,366,1.787,1.738
3483.412,356,1.738,1.738
3483.632,350,1.709,1.738
3483.852,356,1.738,1.733
3484.072,355,1.733,1.733
3484.292,352,1.719,1.733
3484.512,355,1.733,1.733
3484.732,396,1.934,1.733
3484.952,353,1.724,1.733
3485.172,358,1.748,1.729
3485.392,354,1.729,1.729
3485.612,354,1.729,1.729
3485.832,356,1.738,1.729
3486.052,353,1.724,1.733
3486.272,356,1.738,1.738
3486.492,355,1.733,1.738
3486.712,419,2.046,1.738
3486.932,359,1.753,1.738
3487.152,356,1.738,1.738
3487.372,352,1.719,1.738
3487.592,356,1.738,1.733
3487.812,355,1.733,1.733
3488.032,350,1.709,1.738
3488.252,411,2.007,1.733
3488.472,371,1.812,1.738
3488.692,349,1.704,1.738
3488.912,356,1.738,1.733
3489.132,355,1.733,1.733
3489.352,351,1.714,1.733
3489.572,356,1.738,1.729
3489.792,354,1.729,1.729
